,MSA,Year,Total,Estimated,Rate
1007,"Detroit-Dearborn-Livonia, MI M.D.",2014,336,336,19
1008,"Detroit-Dearborn-Livonia, MI M.D.",2015,339,339,19.3
1009,"Detroit-Dearborn-Livonia, MI M.D.",2016,339,339,19.4
1010,"Detroit-Livonia-Dearborn, MI M.D.",2006,458,459,23
1011,"Detroit-Livonia-Dearborn, MI M.D.",2009,398,398,20.6
1012,"Detroit-Livonia-Dearborn, MI M.D.",2010,345,345,18.2
1013,"Detroit-Livonia-Dearborn, MI M.D.",2011,370,370,20.3
1014,"Detroit-Livonia-Dearborn, MI M.D.2",2007,428,429,22
1015,"Detroit-Warren-Dearborn, MI ",2012,469,469,10.9
1016,"Detroit-Warren-Dearborn, MI ",2013,411,411,9.6
1017,"Detroit-Warren-Dearborn, MI ",2014,374,374,8.7
1018,"Detroit-Warren-Dearborn, MI ",2015,381,381,8.9
1019,"Detroit-Warren-Dearborn, MI ",2016,389,389,9
1020,"Detroit-Warren-Livonia, MI ",2006,506,507,11.3
1021,"Detroit-Warren-Livonia, MI ",2007,485,486,10.9
1022,"Detroit-Warren-Livonia, MI ",2009,447,447,10.1
1023,"Detroit-Warren-Livonia, MI ",2010,395,395,9.1
1024,"Detroit-Warren-Livonia, MI ",2011,416,416,9.7
1025,"Dothan, AL ",2006,7,8,5.8
1026,"Dothan, AL ",2007,14,14,10
1027,"Dothan, AL ",2008,4,4,2.8
1028,"Dothan, AL ",2009,2,3,2.1
1029,"Dothan, AL ",2010,5,5,3.4
1030,"Dothan, AL ",2011,5,5,3.4
1031,"Dothan, AL ",2012,11,11,7.5
1032,"Dothan, AL ",2013,9,9,6.1
1033,"Dothan, AL ",2015,5,5,3.4
1034,"Dothan, AL ",2016,10,10,6.7
1035,"Dover, DE ",2006,8,8,5.5
1036,"Dover, DE ",2007,5,5,3.3
1037,"Dover, DE ",2008,8,8,5.1
1038,"Dover, DE ",2009,4,4,2.5
1039,"Dover, DE ",2010,6,6,3.7
1040,"Dover, DE ",2011,7,7,4.3
1041,"Dover, DE ",2012,4,4,2.4
1042,"Dover, DE ",2013,4,4,2.4
1043,"Dover, DE ",2014,5,5,2.9
1044,"Dover, DE ",2015,11,11,6.3
1045,"Dover, DE ",2016,6,6,3.4
1046,"Dubuque, IA ",2006,0,0,0
1047,"Dubuque, IA ",2007,1,1,1.1
1048,"Dubuque, IA ",2008,0,0,0
1049,"Dubuque, IA ",2009,2,2,2.2
1050,"Dubuque, IA ",2010,0,0,0
1051,"Dubuque, IA ",2011,1,1,1.1
1052,"Dubuque, IA ",2012,2,2,2.1
1053,"Dubuque, IA ",2013,0,0,0
1054,"Dubuque, IA ",2014,0,0,0
1055,"Dubuque, IA ",2015,5,5,5.2
1056,"Dubuque, IA ",2016,2,2,2
1057,"Duluth, MN-WI ",2006,4,4,1.4
1058,"Duluth, MN-WI ",2007,4,4,1.5
1059,"Duluth, MN-WI ",2008,4,4,1.5
1060,"Duluth, MN-WI ",2009,5,5,1.8
1061,"Duluth, MN-WI ",2010,4,4,1.4
1062,"Duluth, MN-WI ",2011,3,3,1.1
1063,"Duluth, MN-WI ",2012,4,4,1.4
1064,"Duluth, MN-WI ",2013,4,4,1.4
1065,"Duluth, MN-WI ",2014,7,7,2.5
1066,"Duluth, MN-WI ",2015,4,4,1.4
1067,"Duluth, MN-WI ",2016,3,3,1.1
1068,"Durham, NC ",2006,22,22,4.7
1069,"Durham-Chapel Hill, NC ",2008,38,38,7.8
1070,"Durham-Chapel Hill, NC ",2009,29,29,5.8
1071,"Durham-Chapel Hill, NC ",2010,36,36,7.1
1072,"Durham-Chapel Hill, NC ",2011,37,37,7.2
1073,"Durham-Chapel Hill, NC ",2012,27,27,5.2
1074,"Durham-Chapel Hill, NC ",2014,26,26,4.8
1075,"Dutchess County-Putnam County, NY M.D.",2013,12,12,3
1076,"Dutchess County-Putnam County, NY M.D.",2014,3,3,0.8
1077,"Dutchess County-Putnam County, NY M.D.",2016,4,4,1
1078,"Dutchess County-Putnam County, NY M.D.1",2012,5,5,1.2
1079,"East Stroudsburg, PA ",2012,4,4,2.4
1080,"East Stroudsburg, PA ",2013,8,8,4.8
1081,"East Stroudsburg, PA ",2014,5,5,3
1082,"East Stroudsburg, PA ",2015,2,2,1.2
1083,"East Stroudsburg, PA ",2016,10,10,6.1
1084,"Eau Claire, WI ",2006,0,0,0
1085,"Eau Claire, WI ",2007,1,1,0.6
1086,"Eau Claire, WI ",2008,2,2,1.3
1087,"Eau Claire, WI ",2009,1,1,0.6
1088,"Eau Claire, WI ",2010,7,7,4.3
1089,"Eau Claire, WI ",2011,0,0,0
1090,"Eau Claire, WI ",2013,2,2,1.2
1091,"Eau Claire, WI ",2014,1,1,0.6
1092,"Eau Claire, WI ",2015,0,0,0
1093,"Eau Claire, WI ",2016,5,5,3
1094,"Edison, NJ M.D.",2006,47,47,2
1095,"Edison-New Brunswick, NJ M.D.",2007,37,37,1.6
1096,"Edison-New Brunswick, NJ M.D.",2008,29,29,1.2
1097,"Edison-New Brunswick, NJ M.D.",2009,30,30,1.3
1098,"Edison-New Brunswick, NJ M.D.",2010,40,40,1.7
1099,"Edison-New Brunswick, NJ M.D.",2011,29,29,1.2
1100,"El Centro, CA ",2006,3,3,1.9
1101,"El Centro, CA ",2007,4,4,2.5
1102,"El Centro, CA ",2008,8,8,4.9
1103,"El Centro, CA ",2009,3,3,1.8
1104,"El Centro, CA ",2010,3,3,1.8
1105,"El Centro, CA ",2011,3,3,1.7
1106,"El Centro, CA ",2012,3,3,1.7
1107,"El Centro, CA ",2013,2,2,1.1
1108,"El Centro, CA ",2014,3,3,1.7
1109,"El Centro, CA ",2015,2,2,1.1
1110,"El Centro, CA ",2016,3,3,1.7
1111,"El Paso, TX ",2006,22,22,3
1112,"El Paso, TX ",2007,20,20,2.7
1113,"El Paso, TX ",2008,19,19,2.6
1114,"El Paso, TX ",2009,16,16,2.1
1115,"El Paso, TX ",2010,7,7,0.9
1116,"El Paso, TX ",2011,18,18,2.2
1117,"El Paso, TX ",2012,28,28,3.3
1118,"El Paso, TX ",2013,12,12,1.4
1119,"El Paso, TX ",2014,27,27,3.2
1120,"El Paso, TX ",2015,23,23,2.7
1121,"El Paso, TX ",2016,23,23,2.7
1122,"Elgin, IL M.D.",2012,7,7,1.1
1123,"Elgin, IL M.D.",2013,9,9,1.4
1124,"Elgin, IL M.D.",2014,11,11,1.7
1125,"Elgin, IL M.D.",2015,10,10,1.6
1126,"Elgin, IL M.D.",2016,14,14,2.2
1127,"Elizabethtown, KY ",2006,0,0,0
1128,"Elizabethtown, KY ",2007,3,3,2.7
1129,"Elizabethtown, KY ",2008,1,1,0.9
1130,"Elizabethtown, KY ",2009,2,2,1.8
1131,"Elizabethtown, KY ",2010,0,0,0
1132,"Elizabethtown, KY ",2011,2,2,1.7
1133,"Elizabethtown-Fort Knox, KY ",2012,1,1,0.7
1134,"Elizabethtown-Fort Knox, KY ",2013,2,2,1.3
1135,"Elizabethtown-Fort Knox, KY ",2014,1,1,0.7
1136,"Elizabethtown-Fort Knox, KY ",2015,5,5,3.3
1137,"Elizabethtown-Fort Knox, KY ",2016,3,3,2
1138,"Elkhart-Goshen, IN ",2006,15,15,7.6
1139,"Elkhart-Goshen, IN ",2008,8,8,4
1140,"Elkhart-Goshen, IN ",2009,8,8,4
1141,"Elkhart-Goshen, IN ",2010,2,2,1
1142,"Elkhart-Goshen, IN ",2014,4,4,2
1143,"Elkhart-Goshen, IN ",2015,4,4,2
1144,"Elmira, NY ",2006,2,2,2.2
1145,"Elmira, NY ",2007,3,3,3.4
1146,"Elmira, NY ",2008,4,4,4.6
1147,"Elmira, NY ",2009,4,4,4.6
1148,"Elmira, NY ",2010,4,4,4.6
1149,"Elmira, NY ",2011,1,1,1.1
1150,"Elmira, NY ",2012,4,4,4.5
1151,"Elmira, NY ",2013,0,0,0
1152,"Elmira, NY ",2014,1,1,1.1
1153,"Elmira, NY ",2015,2,2,2.3
1154,"Elmira, NY ",2016,3,3,3.5
1155,"Enid, OK ",2015,1,1,1.6
1156,"Enid, OK ",2016,2,2,3.1
1157,"Erie, PA ",2006,4,4,1.4
1158,"Erie, PA ",2007,5,5,1.8
1159,"Erie, PA ",2008,9,9,3.2
1160,"Erie, PA ",2009,10,10,3.6
1161,"Erie, PA ",2010,13,13,4.6
1162,"Erie, PA ",2011,8,8,2.8
1163,"Erie, PA ",2012,11,11,3.9
1164,"Erie, PA ",2013,4,4,1.4
1165,"Erie, PA ",2014,13,13,4.6
1166,"Erie, PA ",2015,11,11,4
1167,"Erie, PA ",2016,11,11,4
1168,"Eugene, OR ",2012,7,7,2
1169,"Eugene, OR ",2013,4,4,1.1
1170,"Eugene, OR ",2015,13,13,3.6
1171,"Eugene, OR ",2016,7,7,1.9
1172,"Eugene-Springfield, OR ",2006,8,8,2.3
1173,"Eugene-Springfield, OR ",2007,1,1,0.3
1174,"Eugene-Springfield, OR ",2008,8,8,2.3
1175,"Eugene-Springfield, OR ",2009,4,4,1.1
1176,"Eugene-Springfield, OR ",2011,3,3,0.8
1177,"Evansville, IN-KY ",2006,8,10,2.8
1178,"Evansville, IN-KY ",2007,5,6,1.7
1179,"Evansville, IN-KY ",2008,8,10,2.9
1180,"Evansville, IN-KY ",2009,6,7,2
1181,"Evansville, IN-KY ",2010,8,8,2.3
1182,"Evansville, IN-KY ",2011,5,7,1.9
1183,"Evansville, IN-KY ",2014,10,10,3.2
1184,"Evansville, IN-KY ",2015,8,8,2.5
1185,"Evansville, IN-KY ",2016,11,11,3.5
1186,"Fairbanks, AK ",2006,1,1,3
1187,"Fairbanks, AK ",2007,5,5,15.1
1188,"Fairbanks, AK ",2008,3,3,8
1189,"Fairbanks, AK ",2009,0,0,0
1190,"Fairbanks, AK ",2010,0,0,0
1191,"Fairbanks, AK ",2011,2,2,5.8
1192,"Fairbanks, AK ",2012,3,3,8.7
1193,"Fairbanks, AK ",2013,0,0,0
1194,"Fairbanks, AK ",2014,4,4,11.5
1195,"Fairbanks, AK ",2015,1,1,2.9
1196,"Fairbanks, AK ",2016,7,7,20.2
1197,"Fajardo, Puerto Rico ",2006,14,14,17.3
1198,"Fajardo, Puerto Rico ",2007,17,17,21.1
1199,"Fajardo, Puerto Rico ",2008,21,21,26
1200,"Fajardo, Puerto Rico ",2009,23,23,28.5
1201,"Fajardo, Puerto Rico ",2011,26,26,37.1
1202,"Fargo, ND-MN ",2006,2,2,1.1
1203,"Fargo, ND-MN ",2007,3,3,1.6
1204,"Fargo, ND-MN ",2008,0,0,0
1205,"Fargo, ND-MN ",2009,2,2,1
1206,"Fargo, ND-MN ",2010,2,2,1
1207,"Fargo, ND-MN ",2011,1,1,0.5
1208,"Fargo, ND-MN ",2012,2,2,0.9
1209,"Fargo, ND-MN ",2013,4,4,1.8
1210,"Fargo, ND-MN ",2014,5,5,2.2
1211,"Fargo, ND-MN ",2015,6,6,2.6
1212,"Fargo, ND-MN ",2016,5,5,2.1
1213,"Farmington, NM ",2006,4,4,3.1
1214,"Farmington, NM ",2007,16,16,12.5
1215,"Farmington, NM ",2008,8,8,6.5
1216,"Farmington, NM ",2009,3,3,2.4
1217,"Farmington, NM ",2010,4,4,3.2
1218,"Farmington, NM ",2011,5,5,3.8
1219,"Farmington, NM ",2012,6,6,4.7
1220,"Farmington, NM ",2013,6,6,4.7
1221,"Farmington, NM ",2014,5,5,4
1222,"Farmington, NM ",2015,5,5,4.1
1223,"Farmington, NM ",2016,2,2,1.7
1224,"Fayetteville, NC ",2006,30,30,8.5
1225,"Fayetteville, NC ",2007,28,30,8.7
1226,"Fayetteville, NC ",2008,40,40,11.4
1227,"Fayetteville, NC ",2009,35,35,9.7
1228,"Fayetteville, NC ",2010,23,23,6.3
1229,"Fayetteville, NC ",2011,33,33,8.9
1230,"Fayetteville, NC ",2012,30,30,7.9
1231,"Fayetteville, NC ",2013,30,30,7.9
1232,"Fayetteville, NC ",2014,37,37,9.7
1233,"Fayetteville, NC ",2016,44,44,11.6
1234,"Fayetteville-Springdale-Rogers, AR-MO ",2006,9,9,2.2
1235,"Fayetteville-Springdale-Rogers, AR-MO ",2007,9,9,2.1
1236,"Fayetteville-Springdale-Rogers, AR-MO ",2008,8,8,1.8
1237,"Fayetteville-Springdale-Rogers, AR-MO ",2009,8,8,1.7
1238,"Fayetteville-Springdale-Rogers, AR-MO ",2010,4,4,0.8
1239,"Fayetteville-Springdale-Rogers, AR-MO ",2012,11,11,2.3
1240,"Fayetteville-Springdale-Rogers, AR-MO ",2013,12,12,2.5
1241,"Flagstaff, AZ ",2006,3,3,2.3
1242,"Flagstaff, AZ ",2007,3,3,2.4
1243,"Flagstaff, AZ ",2008,3,3,2.3
1244,"Flagstaff, AZ ",2009,6,6,4.7
1245,"Flagstaff, AZ ",2010,6,6,4.8
1246,"Flagstaff, AZ ",2011,5,5,3.7
1247,"Flagstaff, AZ ",2012,4,4,2.9
1248,"Flagstaff, AZ ",2013,3,3,2.2
1249,"Flagstaff, AZ ",2014,8,8,5.8
1250,"Flagstaff, AZ ",2015,3,3,2.2
1251,"Flagstaff, AZ ",2016,3,3,2.1
1252,"Flint, MI ",2006,68,68,15.4
1253,"Flint, MI ",2007,37,37,8.4
1254,"Flint, MI ",2008,37,37,8.6
1255,"Flint, MI ",2009,44,44,10.3
1256,"Flint, MI ",2010,58,58,13.8
1257,"Flint, MI ",2011,64,64,15
1258,"Flint, MI ",2012,69,69,16.3
1259,"Flint, MI ",2013,57,57,13.7
1260,"Flint, MI ",2014,32,32,7.7
1261,"Flint, MI ",2015,NaN,53,12.9
1262,"Flint, MI ",2016,54,54,13.2
1263,"Florence, SC ",2006,12,12,6
1264,"Florence, SC ",2007,30,30,14.9
1265,"Florence, SC ",2008,22,22,11
1266,"Florence, SC ",2009,20,20,9.9
1267,"Florence, SC ",2010,21,21,10.4
1268,"Florence, SC ",2011,14,14,6.7
1269,"Florence, SC ",2012,16,16,7.7
1270,"Florence, SC ",2013,11,11,5.3
1271,"Florence, SC ",2014,11,11,5.3
1272,"Florence, SC ",2016,14,14,6.8
1273,"Florence-Muscle Shoals, AL ",2008,6,6,4.2
1274,"Florence-Muscle Shoals, AL ",2009,7,7,4.8
1275,"Florence-Muscle Shoals, AL ",2011,3,3,2
1276,"Florence-Muscle Shoals, AL ",2012,5,5,3.4
1277,"Florence-Muscle Shoals, AL ",2013,5,5,3.4
1278,"Florence-Muscle Shoals, AL ",2014,3,3,2
1279,"Florence-Muscle Shoals, AL ",2015,2,2,1.4
1280,"Florence-Muscle Shoals, AL ",2016,4,4,2.7
1281,"Fond du Lac, WI ",2006,1,1,1
1282,"Fond du Lac, WI ",2007,0,0,0
1283,"Fond du Lac, WI ",2008,1,1,1
1284,"Fond du Lac, WI ",2009,2,2,2
1285,"Fond du Lac, WI ",2010,1,1,1
1286,"Fond du Lac, WI ",2011,2,2,2
1287,"Fond du Lac, WI ",2012,0,0,0
1288,"Fond du Lac, WI ",2013,1,1,1
1289,"Fond du Lac, WI ",2014,2,2,2
1290,"Fond du Lac, WI ",2015,1,1,1
1291,"Fond du Lac, WI ",2016,1,1,1
1292,"Fort Collins, CO ",2012,3,3,1
1293,"Fort Collins, CO ",2013,2,2,0.6
1294,"Fort Collins, CO ",2014,4,4,1.2
1295,"Fort Collins, CO ",2015,7,7,2.1
1296,"Fort Collins, CO ",2016,9,9,2.6
1297,"Fort Collins-Loveland, CO ",2006,5,5,1.8
1298,"Fort Collins-Loveland, CO ",2007,4,4,1.4
1299,"Fort Collins-Loveland, CO ",2008,5,5,1.7
1300,"Fort Collins-Loveland, CO ",2009,6,6,2
1301,"Fort Collins-Loveland, CO ",2010,0,0,0
1302,"Fort Collins-Loveland, CO ",2011,4,4,1.3
1303,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",2006,87,87,4.8
1304,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",2007,105,105,5.8
1305,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",2008,85,85,4.8
1306,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",2009,76,76,4.3
1307,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",2010,63,63,3.5
1308,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",2011,59,59,3.3
1309,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",2012,80,80,4.4
1310,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",2013,80,80,4.3
1311,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",2014,76,76,4.1
1312,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",2015,85,85,4.5
1313,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL M.D.",2016,81,81,4.2
1314,"Fort Smith, AR-OK ",2006,16,17,5.9
1315,"Fort Smith, AR-OK ",2007,7,8,2.7
1316,"Fort Smith, AR-OK ",2008,7,7,2.4
1317,"Fort Smith, AR-OK ",2009,9,10,3.4
1318,"Fort Smith, AR-OK ",2010,14,14,4.7
1319,"Fort Smith, AR-OK ",2011,9,9,3
1320,"Fort Smith, AR-OK ",2012,8,8,2.8
1321,"Fort Smith, AR-OK ",2013,6,6,2.1
1322,"Fort Smith, AR-OK ",2014,6,6,2.1
1323,"Fort Smith, AR-OK ",2015,9,9,3.2
1324,"Fort Smith, AR-OK ",2016,14,14,5
1325,"Fort Walton Beach-Crestview-Destin, FL ",2006,5,5,2.7
1326,"Fort Walton Beach-Crestview-Destin, FL ",2007,4,4,2.2
1327,"Fort Walton Beach-Crestview-Destin, FL ",2008,3,3,1.7
1328,"Fort Wayne, IN ",2006,18,19,4.7
1329,"Fort Wayne, IN ",2007,25,26,6.3
1330,"Fort Wayne, IN ",2008,25,25,6.1
1331,"Fort Wayne, IN ",2009,22,22,5.3
1332,"Fort Wayne, IN ",2010,25,25,6
1333,"Fort Wayne, IN ",2011,26,26,6.2
1334,"Fort Wayne, IN ",2012,24,24,5.7
1335,"Fort Wayne, IN ",2013,34,34,8
1336,"Fort Wayne, IN ",2014,13,13,3
1337,"Fort Wayne, IN ",2015,27,28,6.5
1338,"Fort Wayne, IN ",2016,48,49,11.4
1339,"Fort Worth-Arlington, TX M.D.",2006,81,81,4.1
1340,"Fort Worth-Arlington, TX M.D.",2007,91,91,4.5
1341,"Fort Worth-Arlington, TX M.D.",2008,91,91,4.4
1342,"Fort Worth-Arlington, TX M.D.",2009,75,75,3.5
1343,"Fort Worth-Arlington, TX M.D.",2010,104,104,4.8
1344,"Fort Worth-Arlington, TX M.D.",2011,94,94,4.3
1345,"Fort Worth-Arlington, TX M.D.",2012,83,83,3.6
1346,"Fort Worth-Arlington, TX M.D.",2013,90,90,3.9
1347,"Fort Worth-Arlington, TX M.D.2",2015,81,81,3.4
1348,"Fort Worth-Arlington, TX M.D.2",2016,118,118,4.9
1349,"Fresno, CA ",2006,74,74,8.4
1350,"Fresno, CA ",2007,73,73,8.1
1351,"Fresno, CA ",2008,65,65,7.2
1352,"Fresno, CA ",2009,69,69,7.5
1353,"Fresno, CA ",2010,63,63,6.8
1354,"Fresno, CA ",2011,52,52,5.5
1355,"Fresno, CA ",2012,76,76,8
1356,"Fresno, CA ",2013,57,57,6
1357,"Fresno, CA ",2014,59,59,6.1
1358,"Fresno, CA ",2015,59,59,6.1
1359,"Fresno, CA ",2016,63,63,6.4
1360,"Gadsden, AL ",2006,5,6,5.8
1361,"Gadsden, AL ",2008,5,5,4.8
1362,"Gadsden, AL ",2009,3,3,2.9
1363,"Gadsden, AL ",2010,7,7,6.7
1364,"Gadsden, AL ",2011,5,5,4.8
1365,"Gadsden, AL ",2012,2,2,1.9
1366,"Gadsden, AL ",2013,8,8,7.7
1367,"Gadsden, AL ",2014,3,3,2.9
1368,"Gadsden, AL ",2015,4,4,3.9
1369,"Gadsden, AL ",2016,6,6,5.9
1370,"Gainesville, FL ",2006,14,14,5.7
1371,"Gainesville, FL ",2007,7,7,2.9
1372,"Gainesville, FL ",2008,6,6,2.3
1373,"Gainesville, FL ",2009,7,7,2.7
1374,"Gainesville, FL ",2010,13,13,4.9
1375,"Gainesville, FL ",2011,13,13,4.9
1376,"Gainesville, FL ",2012,10,10,3.7
1377,"Gainesville, FL ",2013,10,10,3.7
1378,"Gainesville, FL ",2014,11,11,4
1379,"Gainesville, FL ",2015,3,4,1.4
1380,"Gainesville, FL ",2016,4,5,1.8
1381,"Gainesville, GA ",2006,3,3,1.8
1382,"Gainesville, GA ",2007,4,4,2.2
1383,"Gainesville, GA ",2009,5,5,2.6
1384,"Gainesville, GA ",2010,4,4,2.1
1385,"Gainesville, GA ",2011,5,5,2.7
1386,"Gainesville, GA ",2012,7,7,3.8
1387,"Gainesville, GA ",2013,7,7,3.7
1388,"Gainesville, GA ",2014,7,7,3.7
1389,"Gainesville, GA ",2015,5,5,2.6
1390,"Gainesville, GA ",2016,8,8,4.1
1391,"Gary, IN M.D.",2011,62,63,8.9
1392,"Gary, IN M.D.",2012,66,66,9.3
1393,"Gary, IN M.D.",2013,81,82,11.6
1394,"Gary, IN M.D.",2015,82,84,11.9
1395,"Gary, IN M.D.",2016,70,74,10.6
1396,"Gary, IN M.D.3",2014,66,67,9.5
1397,"Gettysburg, PA ",2012,5,5,4.9
1398,"Gettysburg, PA ",2013,0,0,0
1399,"Gettysburg, PA ",2014,0,0,0
1400,"Gettysburg, PA ",2015,0,0,0
1401,"Gettysburg, PA ",2016,2,2,2
1402,"Glens Falls, NY ",2006,2,2,1.6
1403,"Glens Falls, NY ",2007,5,5,3.9
1404,"Glens Falls, NY ",2008,2,2,1.5
1405,"Glens Falls, NY ",2009,0,0,0
1406,"Glens Falls, NY ",2010,0,0,0
1407,"Glens Falls, NY ",2011,12,12,9.3
1408,"Glens Falls, NY ",2012,7,7,5.4
1409,"Glens Falls, NY ",2013,1,1,0.8
1410,"Glens Falls, NY ",2014,0,0,0
1411,"Glens Falls, NY ",2015,1,1,0.8
1412,"Glens Falls, NY ",2016,2,2,1.6
1413,"Goldsboro, NC ",2006,7,7,6
1414,"Goldsboro, NC ",2007,19,19,16.5
1415,"Goldsboro, NC ",2008,11,11,9.7
1416,"Goldsboro, NC ",2009,14,14,12.3
1417,"Goldsboro, NC ",2010,8,8,7
1418,"Goldsboro, NC ",2011,10,10,8.1
1419,"Goldsboro, NC ",2012,20,20,16
1420,"Goldsboro, NC ",2013,8,8,6.4
1421,"Goldsboro, NC ",2014,7,7,5.6
1422,"Goldsboro, NC ",2015,11,11,8.8
1423,"Goldsboro, NC ",2016,11,11,8.8
1424,"Grand Forks, ND-MN ",2006,2,2,2.1
1425,"Grand Forks, ND-MN ",2007,2,2,2.1
1426,"Grand Forks, ND-MN ",2008,1,1,1
1427,"Grand Forks, ND-MN ",2009,0,0,0
1428,"Grand Forks, ND-MN ",2010,1,1,1
1429,"Grand Forks, ND-MN ",2011,0,0,0
1430,"Grand Forks, ND-MN ",2012,1,1,1
1431,"Grand Forks, ND-MN ",2013,1,1,1
1432,"Grand Forks, ND-MN ",2014,1,1,1
1433,"Grand Forks, ND-MN ",2015,3,3,2.9
1434,"Grand Forks, ND-MN ",2016,1,1,1
1435,"Grand Island, NE ",2012,0,0,0
1436,"Grand Island, NE ",2013,1,1,1.2
1437,"Grand Island, NE ",2014,0,0,0
1438,"Grand Island, NE ",2015,0,0,0
1439,"Grand Island, NE ",2016,1,1,1.2
1440,"Grand Junction, CO ",2006,6,6,4.5
1441,"Grand Junction, CO ",2007,2,2,1.5
1442,"Grand Junction, CO ",2008,7,7,4.9
1443,"Grand Junction, CO ",2009,2,2,1.4
1444,"Grand Junction, CO ",2010,3,3,2
1445,"Grand Junction, CO ",2011,3,3,2
1446,"Grand Junction, CO ",2012,5,5,3.4
1447,"Grand Junction, CO ",2013,4,4,2.7
1448,"Grand Junction, CO ",2014,3,3,2
1449,"Grand Junction, CO ",2015,2,2,1.3
1450,"Grand Junction, CO ",2016,9,9,6
1451,"Grand Rapids-Wyoming, MI ",2006,26,26,3.4
1452,"Grand Rapids-Wyoming, MI ",2007,27,27,3.5
1453,"Grand Rapids-Wyoming, MI ",2008,18,18,2.3
1454,"Grand Rapids-Wyoming, MI ",2009,13,13,1.7
1455,"Grand Rapids-Wyoming, MI ",2010,16,17,2.2
1456,"Grand Rapids-Wyoming, MI ",2011,20,20,2.6
1457,"Grand Rapids-Wyoming, MI ",2013,24,24,2.4
1458,"Grand Rapids-Wyoming, MI ",2014,22,22,2.1
1459,"Grand Rapids-Wyoming, MI ",2015,18,18,1.7
1460,"Grand Rapids-Wyoming, MI ",2016,22,22,2.1
1461,"Grants Pass, OR ",2013,3,3,3.6
1462,"Grants Pass, OR ",2015,7,7,8.3
1463,"Grants Pass, OR ",2016,2,2,2.3
1464,"Great Falls, MT ",2006,2,2,2.5
1465,"Great Falls, MT ",2007,2,2,2.5
1466,"Great Falls, MT ",2008,2,2,2.4
1467,"Great Falls, MT ",2009,7,7,8.5
1468,"Great Falls, MT ",2010,4,4,4.8
1469,"Great Falls, MT ",2011,2,2,2.4
1470,"Great Falls, MT ",2012,1,1,1.2
1471,"Great Falls, MT ",2013,0,0,0
1472,"Great Falls, MT ",2014,0,0,0
1473,"Great Falls, MT ",2015,6,6,7.3
1474,"Great Falls, MT ",2016,4,4,4.8
1475,"Greeley, CO ",2006,4,4,1.7
1476,"Greeley, CO ",2007,7,7,2.8
1477,"Greeley, CO ",2008,6,6,2.4
1478,"Greeley, CO ",2009,7,7,2.7
1479,"Greeley, CO ",2010,3,3,1.2
1480,"Greeley, CO ",2011,6,6,2.3
1481,"Greeley, CO ",2012,6,6,2.3
1482,"Greeley, CO ",2013,2,2,0.7
1483,"Greeley, CO ",2014,5,5,1.8
1484,"Greeley, CO ",2015,5,5,1.8
1485,"Greeley, CO ",2016,4,4,1.4
1486,"Green Bay, WI ",2006,2,2,0.7
1487,"Green Bay, WI ",2007,4,4,1.3
1488,"Green Bay, WI ",2008,2,2,0.7
1489,"Green Bay, WI ",2009,5,5,1.6
1490,"Green Bay, WI ",2010,3,3,1
1491,"Green Bay, WI ",2011,2,2,0.7
1492,"Green Bay, WI ",2012,7,7,2.3
1493,"Green Bay, WI ",2013,2,2,0.6
1494,"Green Bay, WI ",2014,3,3,1
1495,"Green Bay, WI ",2015,3,4,1.3
1496,"Green Bay, WI ",2016,8,8,2.5
1497,"Greensboro-High Point, NC ",2006,48,48,7
1498,"Greensboro-High Point, NC ",2007,73,73,10.5
1499,"Greensboro-High Point, NC ",2008,45,45,6.4
1500,"Greensboro-High Point, NC ",2009,35,35,4.9
1501,"Greensboro-High Point, NC ",2010,31,31,4.3
1502,"Greensboro-High Point, NC ",2012,44,44,6
1503,"Greensboro-High Point, NC ",2013,35,35,4.7
1504,"Greensboro-High Point, NC ",2014,33,33,4.4
1505,"Greensboro-High Point, NC ",2015,42,42,5.6
1506,"Greenville, NC ",2006,12,12,7.2
1507,"Greenville, NC ",2007,14,14,8.3
1508,"Greenville, NC ",2008,8,8,4.6
1509,"Greenville, NC ",2012,11,11,6.4
1510,"Greenville, NC ",2013,11,11,6.3
1511,"Greenville, NC ",2014,6,6,3.4
1512,"Greenville, NC ",2015,14,14,7.9
1513,"Greenville-Anderson-Mauldin, SC ",2012,54,54,6.4
1514,"Greenville-Anderson-Mauldin, SC ",2013,46,46,5.4
1515,"Greenville-Mauldin-Easley, SC ",2006,40,40,6.7
1516,"Greenville-Mauldin-Easley, SC ",2007,40,40,6.5
1517,"Greenville-Mauldin-Easley, SC ",2010,30,30,4.6
1518,"Greenville-Mauldin-Easley, SC ",2011,42,42,6.5
1519,"Guayama, Puerto Rico ",2006,13,13,15.2
