GEOID,MSA,year,pop,pop_male,pop_female,pop5_14,pop15_17,pop18_24,pop15_44,pop18up,pop65up,pop75up,median_age,sex_ratio,age_dep,oldage_dep,child_dep
310M200US17860,17860,2013,170773,.479238521311917,.520761478688083,11.6,2.7,20.9,50.4,79.8,10.2,4.4,29.9,92,43.7,14.6,29.1
310M200US17860,17860,2014,172717,.482430797200044,.517569202799956,11.4,3.3,21.4,50.5,79.59999999999999,10.7,4.3,30.3,93.2,45.2,15.5,29.7
310M200US17860,17860,2015,174974,.4839290408860745,.5160709591139255,10.9,3.2,20,50.5,79.5,10.4,4.3,30.4,93.8,44.7,15.1,29.7
310M300US17860,17860,2016,176594,.4890426628311267,.5109573371688733,11.3,3.2,19.7,49.7,79.59999999999999,11.6,4.7,30.6,95.7,47.1,17.1,29.9
3100000US17900,17900,2006,701464,.4815699736550985,.5184300263449015,13.1,4.5,11.4,43.8,76,10.9,4.8,36,92.90000000000001,53.7,16.8,37
3100000US17900,17900,2007,712760,.4845628261967563,.5154371738032437,13.1,4.4,11.2,42.8,75.7,11.2,5.1,36.4,94,55.2,17.4,37.8
3100000US17900,17900,2008,721109,.4831641263664717,.5168358736335283,13,4.4,11.6,42.4,75.8,11,4.8,36.5,93.5,54.2,16.9,37.3
3100000US17900,17900,2009,745381,.4822030612532383,.5177969387467617,13.2,4.4,11.1,42.8,75.5,11.3,5.2,35.2,93.09999999999999,56,17.7,38.3
310M100US17900,17900,2010,770410,.4904700094754741,.5095299905245259,13,3.9,11.8,42.9,76.7,11.4,4.7,35.6,96.3,53.2,17.5,35.7
310M100US17900,17900,2011,775897,.4896796868656536,.5103203131343464,12.9,3.8,11.8,42.3,77.09999999999999,11.7,4.9,36.1,96,53,17.9,35.1
310M100US17900,17900,2012,785641,.4887563149071905,.5112436850928096,13,4,11.7,42.3,76.8,12.3,5,36.1,95.59999999999999,54.9,19,35.9
310M200US17900,17900,2013,793360,.4846085005546032,.5153914994453968,12.8,3.8,12.1,42.5,77.2,12.7,5.1,36,94,55,19.6,35.3
310M200US17900,17900,2014,800752,.4847955421903411,.515204457809659,12.9,3.9,12.1,42.5,77.40000000000001,13.2,5,36.1,94.09999999999999,55.6,20.5,35.1
310M200US17900,17900,2015,810574,.4861480876514667,.5138519123485332,12.5,4,12.5,42.2,77.8,13.6,5.3,36.4,94.59999999999999,55.9,21.2,34.7
310M300US17900,17900,2016,816450,.4870904525690489,.5129095474309511,12.5,4,11.8,42.3,77.7,14.1,5.3,36.3,95,57.2,22.2,35
3100000US17940,17940,2006,78309,.4981164361695335,.5018835638304665,13.2,4.6,8.300000000000001,42.3,75.7,11.8,5.4,35.9,99.2,56.6,18.5,38.1
3100000US17940,17940,2007,79966,.4897831578420829,.5102168421579171,12.8,4.7,8.9,42,75.8,12,5.7,36.4,96,56.9,18.9,38
3100000US17940,17940,2008,81938,.4851473065000366,.5148526934999634,13.9,3.7,8.800000000000001,40.1,75.5,12,5.8,36.8,94.2,57.5,18.9,38.6
3100000US17940,17940,2009,84302,.4914236910156343,.5085763089843658,13.3,4.4,7.9,40.5,75.90000000000001,13.1,6.3,37.1,96.59999999999999,59.4,20.9,38.5
310M100US17940,17940,2010,81141,.4832205666678991,.5167794333321009,14.1,3.4,9.1,38.4,75.8,12.9,5.5,37.1,93.5,59,20.5,38.5
310M100US17940,17940,2011,81509,.496313290556871,.503686709443129,13.6,4.3,7.5,37.4,75.59999999999999,12.9,5.6,38.3,98.5,59.5,20.7,38.9
310M100US17940,17940,2012,81990,.4793755336016587,.5206244663983413,13.2,4.2,8.5,38.2,75.7,13.9,5.9,38.2,92.09999999999999,61.6,22.4,39.2
3100000US17980,17980,2006,290319,.5047861145843021,.4952138854156979,13.2,4.3,13.9,44.4,75.2,11.4,5.2,34.1,101.9,56.9,17.9,39
3100000US17980,17980,2007,285518,.4782290433527834,.5217709566472166,14.4,4.8,9.9,42.1,73.5,11.8,5.6,35.2,91.7,62,19.1,43
3100000US17980,17980,2008,291305,.48361682772352,.51638317227648,14.2,4.7,11.1,42.3,73.8,11.7,5.3,34,93.7,61,18.8,42.1
3100000US17980,17980,2009,288135,.4838148784423968,.5161851215576032,14,4.1,12.8,42.9,74.40000000000001,11.6,5.3,33.5,93.7,59.3,18.5,40.8
310M100US17980,17980,2010,292141,.4860906206249722,.5139093793750278,13.8,4.4,11.6,42.1,74.5,11.5,5.2,34.5,94.59999999999999,58.8,18.2,40.5
310M100US17980,17980,2011,297181,.4877061454130648,.5122938545869352,13.5,4.1,12.2,42.5,74.90000000000001,11.7,5.4,34.3,95.2,58.1,18.5,39.6
310M100US17980,17980,2012,306326,.4955929304074744,.5044070695925256,13.7,4.5,11.3,42.8,74.40000000000001,11.7,5.2,33.6,98.3,59.4,18.6,40.8
310M200US17980,17980,2013,314519,.4940846180993835,.5059153819006165,13.4,3.8,12.4,43.1,75.59999999999999,12.1,5.1,34,97.7,57.7,19.1,38.5
310M200US17980,17980,2014,312731,.4994004431923922,.5005995568076078,13,3.7,11.5,43.4,76.09999999999999,12.3,5.1,34.3,99.8,56.7,19.3,37.4
310M200US17980,17980,2015,312936,.4971495769102948,.5028504230897053,13.4,3.6,10.9,43.4,75.8,12.7,5.4,34.1,98.90000000000001,58.6,20.2,38.4
310M300US17980,17980,2016,307816,.4938209839644463,.5061790160355537,13.5,3.6,10.9,42.1,75.5,13,5.3,34.7,97.59999999999999,60,20.8,39.2
3100000US18020,18020,2006,74444,.4925715974423728,.5074284025576272,14.3,4.8,8.4,40,74.59999999999999,13.3,6,38.3,97.09999999999999,63.1,21.6,41.5
3100000US18020,18020,2007,74750,.4858461538461539,.5141538461538462,14.2,4.6,7.2,39,74.2,13.6,6.2,37.5,94.5,64.90000000000001,22.4,42.5
3100000US18020,18020,2008,75360,.4914676220806794,.5085323779193206,13.7,4.8,7.5,38.5,74.5,14.4,6.4,39.4,96.59999999999999,66.3,24,42.4
3100000US18020,18020,2009,76063,.4945505699223012,.5054494300776987,13.6,4,7.9,39,75,14.3,6.5,37.1,97.8,64.7,23.5,41.2
310M100US18020,18020,2010,76855,.498262962722009,.501737037277991,13.4,4.4,7.6,39,74.8,14.1,6.5,37.4,99.3,64.7,23.2,41.5
310M100US18020,18020,2011,77870,.492140747399512,.507859252600488,14,4.3,8.5,39.3,75.2,14.1,6.2,38.1,96.90000000000001,63.6,23,40.6
310M100US18020,18020,2012,79129,.4857637528592552,.5142362471407449,13.6,4.3,8.300000000000001,39.5,75.40000000000001,14.6,6.2,37.9,94.5,64.5,24.1,40.4
310M200US18020,18020,2013,79587,.4999308932363326,.5000691067636674,14.1,3.6,9.1,38.7,75.3,14.9,6.3,36.7,100,65.5,24.6,40.9
310M200US18020,18020,2014,80217,.506463717167184,.493536282832816,13.8,3.7,8.199999999999999,39.1,75.7,14.7,6.3,37.9,102.6,64,24.2,39.8
310M200US18020,18020,2015,81162,.4938025184199502,.5061974815800497,13.7,3.9,8.699999999999999,38.5,75.90000000000001,15.2,6.2,38.3,97.59999999999999,64.59999999999999,25,39.6
310M300US18020,18020,2016,81402,.5083781725264735,.4916218274735265,13.3,3.7,9.199999999999999,39.1,76.09999999999999,15.4,6.5,37.5,103.4,64.8,25.4,39.4
3100000US18140,18140,2006,1725570,.4929345085971592,.5070654914028409,13.7,4.2,10,44.7,74.8,10.1,4.6,34.9,97.2,54.5,15.5,39
3100000US18140,18140,2007,1754337,.4933704299687005,.5066295700312996,13.9,4.2,9.9,44.2,74.5,10.1,4.6,34.9,97.40000000000001,55.1,15.6,39.5
3100000US18140,18140,2008,1773120,.494709325933947,.5052906740660531,13.8,4.1,9.9,43.6,74.59999999999999,10.3,4.6,35.1,97.90000000000001,55.5,16,39.6
3100000US18140,18140,2009,1801848,.4935471804502933,.5064528195497068,13.4,4,9.199999999999999,44.3,75.40000000000001,10.5,4.7,34.7,97.5,54.1,16.2,37.9
310M100US18140,18140,2010,1840631,.4894794230891472,.5105205769108528,13.8,4,10.3,43.2,75.3,10.6,4.7,35.2,95.90000000000001,54.7,16.4,38.2
310M100US18140,18140,2011,1858464,.4913213277200957,.5086786722799043,13.6,4,10.2,43,75.5,10.7,4.7,35.4,96.59999999999999,54.4,16.6,37.8
310M100US18140,18140,2012,1878714,.4922404368094345,.5077595631905655,13.7,3.9,10.2,42.9,75.59999999999999,11.2,4.7,35.4,96.90000000000001,55.3,17.4,37.9
310M200US18140,18140,2013,1967066,.492171081194022,.507828918805978,13.6,4,9.699999999999999,42.4,75.8,11.7,4.8,35.7,96.90000000000001,56,18.2,37.8
310M200US18140,18140,2014,1994536,.492293445693635,.507706554306365,13.5,4,9.5,42.4,75.90000000000001,12,4.9,35.8,97,56.4,18.7,37.6
310M200US18140,18140,2015,2021632,.4923418307585159,.5076581692414841,13.3,3.9,9.4,42.3,76,12.3,4.9,35.9,97,56.7,19.2,37.5
310M300US18140,18140,2016,2041520,.4924389670441632,.5075610329558369,13.2,3.9,9.199999999999999,42,76.09999999999999,12.6,5,35.8,97,57.5,19.8,37.7
3100000US18180,18180,2006,148085,.4924266468582233,.5075733531417767,12.1,4.5,9.5,42.1,77.90000000000001,12.2,6.2,38.3,97,52.1,18.5,33.6
3100000US18180,18180,2007,148274,.488501018384882,.511498981615118,12.5,4.5,9.6,40.7,77.8,12.5,6.3,40.2,95.5,53.2,19.2,34
3100000US18180,18180,2008,148161,.4883943817873799,.5116056182126201,11.7,4.5,9.199999999999999,39.9,78.40000000000001,13.1,6.3,40.5,95.5,53,20,33
3100000US18180,18180,2009,149071,.4980110148855244,.5019889851144756,12.2,4.2,10,38.8,78.5,13.5,6.6,40.7,99.2,53.9,20.8,33.1
310M100US18180,18180,2010,146400,.4905669398907104,.5094330601092896,12.3,4.4,9.1,38,78.40000000000001,13.7,6.5,41,96.3,54.5,21.2,33.3
310M100US18180,18180,2011,146579,.4964353693230272,.5035646306769729,12.1,4,8.5,37.4,78.7,14,6.5,41.8,98.59999999999999,54.5,21.6,32.9
310M100US18180,18180,2012,146761,.4865938498647461,.5134061501352539,11.5,4,9.4,36.7,79.5,15,6.6,42.9,94.8,55,23.2,31.8
310M200US18180,18180,2013,146849,.49380656320438,.50619343679562,11.4,3.8,9.800000000000001,36.9,79.8,15.3,6.7,42.6,97.59999999999999,54.9,23.6,31.3
310M200US18180,18180,2014,147171,.4914894918156431,.5085105081843569,11,4.1,10.2,37.6,80.09999999999999,16,6.7,42.6,96.7,55.8,24.9,31
310M200US18180,18180,2015,147994,.493047015419544,.506952984580456,11.1,3.8,9.699999999999999,37,80.5,16.5,7,43.2,97.3,56.3,25.8,30.5
310M300US18180,18180,2016,148582,.4968300332476343,.5031699667523657,11.1,3.6,9.5,36.7,80.59999999999999,17.5,7.2,42.4,98.7,58.6,27.8,30.8
3100000US18260,18260,2006,102788,.4992703428415768,.5007296571584232,11.5,3.9,11.7,44.5,77.7,13.3,6,35.9,99.7,55.3,20.7,34.7
3100000US18260,18260,2007,105751,.5044207619786101,.4955792380213899,11.1,3.4,11.3,42.4,78.59999999999999,15.8,6.9,37.1,101.8,59.3,25.2,34.1
3100000US18260,18260,2008,105900,.4837865911237016,.5162134088762984,12.1,4.1,11.7,41.1,77.2,15.1,7.2,36.6,93.7,61.1,24.3,36.8
3100000US18260,18260,2009,105218,.4906384839095972,.5093615160904028,12.3,3.3,14.6,39.8,78.8,15.5,6.6,38.1,96.3,57.9,24.5,33.4
310M100US18260,18260,2010,105761,.4903414302058415,.5096585697941586,11.6,3.7,12.2,39.7,79.09999999999999,16.4,6.6,39.9,96.2,59.4,26.1,33.2
310M100US18260,18260,2011,107036,.4918625509174483,.5081374490825517,12.1,3.3,13.1,41.4,77.5,15.3,6.6,37,96.8,60.6,24.5,36.1
310M100US18260,18260,2012,105893,.4949807824879832,.5050192175120168,12.8,3.8,12.6,40.5,77.90000000000001,16.2,7.2,37.9,98,62.1,26.3,35.8
310M200US18260,18260,2013,107526,.489202611461414,.510797388538586,12.6,3.7,13,40.2,78.7,16.1,6.4,39.1,95.8,59.8,25.8,34
310M200US18260,18260,2014,108189,.4884692528815314,.5115307471184686,11.7,3.9,13.3,40,79.09999999999999,17.4,7.3,39.1,95.5,62.1,28.2,33.8
310M200US18260,18260,2015,107851,.4947659270660448,.5052340729339552,10.9,4.1,13,40.4,79.3,17.7,7.3,38.5,97.90000000000001,62.2,28.6,33.5
310M300US18260,18260,2016,110925,.4915393283750282,.5084606716249719,11.9,4,11.6,39.3,78.40000000000001,18.1,6.9,39,96.7,65.7,29.9,35.7
3100000US18300,18300,2006,66620,.4865355749024317,.5134644250975683,9.6,3.5,9.300000000000001,36.1,82.3,20.1,9.5,44.8,94.8,60.9,32.4,28.5
3100000US18300,18300,2007,66453,.4789700991678329,.521029900832167,11.2,2.7,7.6,34.8,81.09999999999999,20.5,9.4,43.6,91.90000000000001,65.2,34,31.3
3100000US18300,18300,2008,64296,.5007309941520468,.4992690058479532,10.3,3.4,6.7,34.5,80.8,21.4,9.9,44.8,100.3,68.2,35.9,32.2
3100000US18300,18300,2009,62795,.4950075642965204,.5049924357034796,10.8,3.9,7.6,32.7,82.2,21.7,9.4,47.2,98,65.40000000000001,35.9,29.5
310M100US18300,18300,2010,63025,.4927409758032527,.5072590241967473,10.6,2.6,6.4,30.2,80.90000000000001,21,9.6,47.8,97.09999999999999,66.90000000000001,35.1,31.8
310M100US18300,18300,2011,62791,.5076682964119061,.4923317035880939,10.2,3.2,7.7,31.6,81.3,21.4,9.800000000000001,47.7,103.1,67.09999999999999,35.7,31.3
310M100US18300,18300,2012,62534,.5045255381072696,.4954744618927304,10.3,4.2,5.7,31.3,80.8,22.8,9.6,47.7,101.8,72.2,39.2,33
310M200US18300,18300,2013,62282,.4975434314890337,.5024565685109662,9.800000000000001,3.5,7.7,31.1,81.5,22.6,9.9,47.7,99,69.8,38.3,31.5
310M200US18300,18300,2014,62475,.4908363345338135,.5091636654661865,10.6,2.8,7.9,31.2,81.59999999999999,24.3,10.3,46.8,96.40000000000001,74.5,42.4,32.1
310M200US18300,18300,2015,63121,.4868427306284755,.5131572693715245,9.699999999999999,4.4,6.6,31.9,81.40000000000001,25.3,10.7,48.6,94.90000000000001,78.2,45.1,33.1
310M300US18300,18300,2016,63761,.5005097159705776,.4994902840294224,10.3,3.4,7,31.2,81.3,24.5,10.4,49,100.2,76,43.1,32.9
3100000US18500,18500,2006,98236,.4901665377254774,.5098334622745225,12.8,4.5,8.800000000000001,39.2,76.8,15.1,7.4,40,96.09999999999999,61.9,24.4,37.5
3100000US18500,18500,2007,96874,.489305696058798,.510694303941202,12.6,4.7,8.6,39.1,76.90000000000001,15.4,7.4,39.4,95.8,62.5,25,37.5
3100000US18500,18500,2008,96573,.4910999968935417,.5089000031064583,12.3,4.2,8,38.8,77.8,15.6,7.7,39.1,96.5,60.7,25,35.7
3100000US18500,18500,2009,96552,.4925221642223879,.5074778357776121,12.7,4.5,8,36.2,77,15.2,7.1,41.5,97.09999999999999,61.9,24.6,37.2
310M100US18500,18500,2010,98930,.4944910542808046,.5055089457191954,13.2,4.2,7.9,35.6,76.90000000000001,15.9,7.6,41.4,97.8,63.9,26,37.9
310M100US18500,18500,2011,99033,.4972988801712561,.502701119828744,13.1,4.3,7.9,35.5,77.2,16.1,7.5,41.8,98.90000000000001,63.6,26.4,37.3
310M100US18500,18500,2012,99063,.491071338441194,.508928661558806,12.5,4.2,8,35.2,77.3,16.5,7.5,42.1,96.5,64.59999999999999,27.2,37.3
310M200US18500,18500,2013,98650,.4932589964521034,.5067410035478966,12.7,4.2,8,35.3,77.5,16.9,7.7,42.3,97.3,65.09999999999999,28,37.1
310M200US18500,18500,2014,98394,.4959956907941541,.5040043092058459,12.6,4,8.199999999999999,35.3,77.8,17.6,7.8,42.1,98.40000000000001,66.2,29.3,36.9
310M200US18500,18500,2015,97631,.4981409593264434,.5018590406735566,12.3,4.3,8,35.4,77.90000000000001,17.6,7.8,42.2,99.3,65.90000000000001,29.2,36.7
310M300US18500,18500,2016,96940,.4969981431813493,.5030018568186507,12.2,4.1,8,35,78.2,18.2,7.8,42.3,98.8,66.7,30.3,36.4
3100000US18580,18580,2006,414379,.4871337591914648,.5128662408085352,15.3,4.5,10.7,40.4,72.59999999999999,12.2,5.8,35.1,95,65.7,20.2,45.4
3100000US18580,18580,2007,410568,.4878095711307262,.5121904288692738,14.9,4.7,9.9,40.3,72.8,12.2,5.7,35.3,95.2,64.90000000000001,20.1,44.9
3100000US18580,18580,2008,415527,.4896408656958513,.5103591343041487,14.5,4.7,10.5,40.7,73.2,12.2,5.7,35.4,95.90000000000001,64,20,43.9
3100000US18580,18580,2009,416095,.4922289381030774,.5077710618969226,14.6,4.2,10,39.8,73.40000000000001,12.6,6,35.2,96.90000000000001,64.3,20.7,43.6
310M100US18580,18580,2010,428217,.4923718581933926,.5076281418066074,14.8,4.3,9.699999999999999,39.5,73.59999999999999,12.5,5.5,35.5,97,63.8,20.5,43.3
310M100US18580,18580,2011,431381,.4894466840217812,.5105533159782187,14.6,4.3,10.2,39.4,74.40000000000001,13.2,5.9,36.4,95.90000000000001,63.5,21.6,41.9
310M100US18580,18580,2012,435596,.493342454935307,.506657545064693,14,4.2,10.2,39.8,75.2,13.8,6,36.2,97.40000000000001,62.8,22.4,40.4
310M200US18580,18580,2013,444904,.4936121050833438,.5063878949166561,14.6,4.2,10.1,40.1,74.40000000000001,13.4,5.7,35.4,97.5,64,22,42
310M200US18580,18580,2014,443480,.4956367818165419,.5043632181834581,14,4.3,10,40.2,74.90000000000001,14,5.6,35.9,98.3,64.3,23,41.3
310M200US18580,18580,2015,450436,.4911308154765605,.5088691845234395,14.1,4.3,10.1,40.6,74.8,14.3,6,35.5,96.5,65.3,23.6,41.7
310M300US18580,18580,2016,452790,.4945913116455752,.5054086883544248,13.8,4.4,10.2,40.6,74.90000000000001,14.6,6.1,35.5,97.90000000000001,65.8,24.1,41.7
3100000US18700,18700,2006,79061,.5063558518106273,.4936441481893727,10,3.8,19.9,48,81,11.1,5.6,33.1,102.6,43.2,15.9,27.2
3100000US18700,18700,2007,81428,.5044947683843395,.4955052316156605,10.8,3.3,21.4,47.6,81.2,11.2,5.5,32.6,101.8,42.8,16,26.8
3100000US18700,18700,2008,81859,.5060530912911225,.4939469087088775,9.300000000000001,3.4,19.9,47.5,82.3,11.7,5.5,34.9,102.5,41.7,16.6,25.1
3100000US18700,18700,2009,82605,.4967616972338236,.5032383027661764,11,3.4,25.5,48.3,80.90000000000001,11.2,5.3,29.8,98.7,43.4,16.1,27.4
310M100US18700,18700,2010,85575,.5047619047619047,.4952380952380953,10.2,3.3,23.2,48,82,12.1,5.9,32.4,101.9,42.9,17.2,25.7
310M100US18700,18700,2011,85928,.5089726282469044,.4910273717530956,9.6,3.1,23.6,49.4,83,12.2,5.8,31.7,103.7,41.3,17.3,24
310M100US18700,18700,2012,86430,.5022330209418027,.4977669790581974,8.800000000000001,3,22.7,48.4,82.8,13.2,6,31.8,100.9,43.6,18.9,24.7
310M200US18700,18700,2013,86591,.4996362208543613,.5003637791456387,9.199999999999999,4.2,22.3,48.7,82.8,13.8,5.9,32.9,99.90000000000001,45.1,20.1,25
310M200US18700,18700,2014,86316,.5092219287270031,.4907780712729969,9.699999999999999,3.4,23.4,49.2,82.90000000000001,14.3,6.1,31.8,103.8,45.8,20.9,24.9
310M200US18700,18700,2015,87572,.5001370301009455,.4998629698990545,9.300000000000001,3.4,23,49.3,83.40000000000001,14.5,5.8,33.5,100.1,45.1,21,24.1
310M300US18700,18700,2016,89385,.5003300330033004,.4996699669966997,9.4,3,23,49.2,83.2,15.2,6.2,32.5,100.1,47.1,22.4,24.7
310M100US18880,18880,2010,180728,.5058707007215263,.4941292992784737,11.9,3.9,10.8,39.8,77.7,13.6,6.1,38.3,102.4,55.9,21.2,34.7
310M100US18880,18880,2011,183482,.4969642798748651,.5030357201251349,12,3.6,10.5,39.4,77.8,14.1,6.3,37.8,98.8,57,22.1,34.9
310M100US18880,18880,2012,190083,.5032275374441691,.4967724625558309,11.7,3.8,10.4,41.7,77.8,14.1,6.2,36.3,101.3,57,22.2,34.9
310M200US18880,18880,2013,253618,.5065058473767635,.4934941526232365,12.6,3.5,9.300000000000001,39.2,78.09999999999999,15.2,6.5,38.3,102.6,59,24.2,34.7
310M200US18880,18880,2014,258042,.5108548220832267,.4891451779167733,12.1,3.6,9.699999999999999,40.3,78.40000000000001,16,6.7,38.1,104.4,60.4,25.7,34.7
310M200US18880,18880,2015,262172,.507647651160307,.492352348839693,11.5,3.3,8.699999999999999,38.4,78.5,17.1,6.7,38.2,103.1,62.7,27.8,34.9
310M300US18880,18880,2016,267059,.5122463575464598,.4877536424535402,11.5,3.6,9.300000000000001,38.8,78.59999999999999,16.7,6.8,39.2,105,61.6,26.9,34.6
3100000US18980,18980,2006,80187,.4946312993377979,.5053687006622021,12.6,3.9,9.1,40.8,77.2,14.9,6.9,37.6,97.90000000000001,60.3,23.8,36.5
3100000US18980,18980,2007,80554,.4824217295230528,.5175782704769472,13.3,4.1,8,39.4,76.5,15.8,7.1,39.2,93.2,64.7,26,38.7
3100000US18980,18980,2008,81324,.4991146525011067,.5008853474988934,13,3.9,8.1,39.5,77.59999999999999,15.6,7.2,38.9,99.59999999999999,61.2,25.1,36.1
3100000US18980,18980,2009,81778,.4894592677737289,.5105407322262712,12.5,3.9,8,39,76.59999999999999,15.5,6.9,37.7,95.90000000000001,63.9,25.5,38.4
310M100US18980,18980,2010,80459,.4979306230502492,.5020693769497508,13.4,4.5,9,37.3,76.09999999999999,15.7,6.7,39.7,99.2,65.5,26,39.5
310M100US18980,18980,2011,80536,.49769047382537,.50230952617463,13.8,3.8,8.6,36.4,76.90000000000001,16.5,7,41.4,99.09999999999999,65.5,27.3,38.2
310M100US18980,18980,2012,80440,.4995648930880159,.5004351069119841,12.7,3.7,8.5,36.1,77.7,17.2,7.1,40.8,99.8,65.3,28.4,36.9
310M200US18980,18980,2013,80811,.4976426476593533,.5023573523406467,12.1,3.6,8.9,37.3,77.7,16.9,6.8,40.3,99.09999999999999,64.5,27.7,36.8
310M200US18980,18980,2014,81289,.493449298183026,.506550701816974,12.8,3.8,8.800000000000001,36.3,77.5,17.5,7.2,40.6,97.40000000000001,66.90000000000001,29.3,37.6
310M200US18980,18980,2015,82005,.4910798122065728,.5089201877934272,12.7,3.8,8.4,36.9,77.59999999999999,18,7.2,39.9,96.5,67.8,30.1,37.6
310M300US18980,18980,2016,82471,.4934946829794716,.5065053170205285,12,4,8.5,37.2,78.2,18.3,7.2,40.4,97.40000000000001,67,30.5,36.4
3100000US19060,19060,2006,99759,.5021100853055864,.4978899146944135,10.7,3.9,11.6,41.7,80.5,16.7,8.6,40.1,100.8,56.7,26.1,30.6
3100000US19060,19060,2007,99316,.4997080027387329,.5002919972612671,10.6,3.9,11.6,41.2,80.8,17.3,8.800000000000001,40.7,99.90000000000001,57.5,27.2,30.3
3100000US19060,19060,2008,99033,.4985509880544869,.5014490119455131,10.3,4.1,11.7,41.6,80.5,17.1,8.6,40.2,99.40000000000001,57.6,26.9,30.7
3100000US19060,19060,2009,99736,.5138265019651881,.4861734980348119,10.4,3.5,12.7,40.3,81.40000000000001,17.4,8.199999999999999,40.7,105.7,56.3,27.2,29.1
310M100US19060,19060,2010,103239,.5206946987088212,.4793053012911787,10.3,3.6,11.4,39.2,81.7,18.4,8.6,41.9,108.6,58.1,29.1,29
310M100US19060,19060,2011,102884,.5032463745577543,.4967536254422457,10.7,3.5,11.6,38.4,79.90000000000001,18,8.5,40.8,101.3,61.7,29.1,32.6
310M100US19060,19060,2012,101968,.5097187352895026,.4902812647104974,10.6,3,12,38.5,81.59999999999999,18.6,8.199999999999999,42,104,58.7,29.6,29.2
310M200US19060,19060,2013,101225,.5141220054334403,.4858779945665597,10.3,3.3,12.2,39.7,81.7,18.8,8.4,42.1,105.8,59,29.9,29.1
310M200US19060,19060,2014,100530,.5089127623594947,.4910872376405053,10.6,3.2,11.7,38,81.40000000000001,19.3,8.6,41.9,103.6,61,31,30
310M200US19060,19060,2015,99979,.5156982966422948,.4843017033577051,9.800000000000001,3.5,12.5,39,82.09999999999999,19.8,8.699999999999999,42.5,106.5,60.7,31.9,28.8
310M300US19060,19060,2016,99541,.5191026813072001,.4808973186927999,10.1,3.6,12,38.6,81.59999999999999,19.8,8.5,41.6,107.9,62,32.1,29.8
3100000US19100,19100,2006,6006094,.5014951480945853,.4985048519054147,15,4.4,9.4,45.9,72.3,8,3.5,33.1,100.6,55.7,12.5,43.2
3100000US19100,19100,2007,6144489,.5018716772053786,.4981283227946213,15.1,4.4,9.199999999999999,45.2,72.09999999999999,8.199999999999999,3.5,33.3,100.8,56.5,12.8,43.7
3100000US19100,19100,2008,6303407,.5029773581176021,.4970226418823979,15.2,4.3,9.1,44.6,72.09999999999999,8.300000000000001,3.5,33.3,101.2,56.8,13.1,43.7
3100000US19100,19100,2009,6447228,.5026972832355239,.4973027167644761,15.4,4.3,9.199999999999999,44.5,71.90000000000001,8.6,3.7,33,101.1,57.8,13.5,44.3
310M100US19100,19100,2010,6402922,.4934167556624928,.5065832443375071,15.6,4.4,9.4,43.7,72.2,8.800000000000001,3.7,33.5,97.40000000000001,57.8,13.9,43.9
310M100US19100,19100,2011,6526566,.493413075114846,.506586924885154,15.5,4.4,9.300000000000001,43.5,72.3,9,3.7,33.7,97.40000000000001,58,14.3,43.7
310M100US19100,19100,2012,6647496,.4935790860197584,.5064209139802416,15.5,4.4,9.4,43.3,72.7,9.4,3.7,34,97.5,58.1,14.9,43.2
310M200US19100,19100,2013,6812373,.4930210075108923,.5069789924891077,15.4,4.4,9.4,42.9,73,9.9,3.9,34.2,97.2,58.6,15.7,42.8
310M200US19100,19100,2014,6954003,.4915445104064523,.5084554895935478,15.2,4.4,9.300000000000001,42.7,73.3,10.2,4,34.5,96.7,58.7,16.3,42.5
310M200US19100,19100,2015,7102165,.4915053367529479,.5084946632470522,15.1,4.4,9.300000000000001,42.6,73.40000000000001,10.5,4,34.7,96.7,59,16.7,42.2
310M300US19100,19100,2016,7232599,.4915788916266476,.5084211083733524,14.9,4.4,9.199999999999999,42.4,73.59999999999999,10.8,4.1,34.8,96.7,59.4,17.2,42.1
3100000US19140,19140,2006,134397,.4926895689635929,.5073104310364071,15.9,4.5,8.300000000000001,43,70.7,9.6,3.9,33.8,97.09999999999999,63.8,15.7,48.1
3100000US19140,19140,2007,134043,.5029132442574398,.4970867557425602,15.7,4.7,8.199999999999999,41.8,70.59999999999999,9.9,4.1,33.8,101.2,64.90000000000001,16.4,48.5
3100000US19140,19140,2008,134139,.5037237492451859,.496276250754814,15.4,5.2,8.6,41.2,70.7,10.1,4.3,34.7,101.5,65.2,16.7,48.5
3100000US19140,19140,2009,134319,.4918812677283184,.5081187322716816,16.1,4.3,9.9,40.7,70.59999999999999,10.5,4.3,33.9,96.8,66.40000000000001,17.5,48.9
310M100US19140,19140,2010,142493,.4992034696441229,.5007965303558771,16.1,4.4,9.6,41.6,72.2,10.9,4.4,35.1,99.7,63.1,17.7,45.4
310M100US19140,19140,2011,142741,.4973623555950988,.5026376444049012,16.2,4.3,9.800000000000001,41.1,72.3,11,4.9,34.6,99,63.4,18,45.3
310M100US19140,19140,2012,142751,.4983362638440361,.5016637361559639,15.5,4.3,9.5,40.7,72.7,12.1,5.1,34.8,99.3,65,19.9,45.1
310M200US19140,19140,2013,142212,.4921455292099119,.5078544707900881,15.2,4.2,10.6,40.5,73.40000000000001,12.4,5.2,35.7,96.90000000000001,64.09999999999999,20.4,43.7
310M200US19140,19140,2014,142952,.4914376853769097,.5085623146230903,15,4.4,10.3,40.9,73.8,12.7,5.3,35.9,96.59999999999999,63.5,20.7,42.8
