GEOID,MSA,year,med_inc,med_inc_black,med_inc_asian,med_inc_hispanic,med_inc_white
310M100US28660,28660,2012,48633,40581,55560,43004,53420
310M200US28660,28660,2013,50447,46146,51309,43336,54796
310M200US28660,28660,2014,50478,43507,50225,43896,55400
310M200US28660,28660,2015,48612,42101,32060,40195,54116
310M300US28660,28660,2016,52202,48203,37473,44486,59100
3100000US28700,28700,2006,34931,22095,107523,,35449
3100000US28700,28700,2007,36458,20290,57677,26605,36858
3100000US28700,28700,2008,39081,41833,11664,37036,39476
3100000US28700,28700,2009,36257,27740,129583,50354,36617
310M100US28700,28700,2010,34741,36250,250000,45634,34956
310M100US28700,28700,2011,37804,27913,,16272,38570
310M100US28700,28700,2012,37769,37852,54397,29073,38042
310M200US28700,28700,2013,39128,25388,32307,,39548
310M200US28700,28700,2014,39213,26823,79028,23613,39653
310M200US28700,28700,2015,41206,,27691,21607,41716
310M300US28700,28700,2016,40811,27661,,23957,41355
3100000US28740,28740,2006,52725,40634,50408,46993,53989
3100000US28740,28740,2007,57085,43676,90558,41196,59150
3100000US28740,28740,2008,54854,30976,45950,53360,57292
3100000US28740,28740,2009,56485,46157,,44447,59733
310M100US28740,28740,2010,51301,31197,81587,43239,52339
310M100US28740,28740,2011,55006,43567,,36860,56929
310M100US28740,28740,2012,57566,70227,,41632,59334
310M200US28740,28740,2013,58429,44167,71360,45037,59981
310M200US28740,28740,2014,58093,27401,,36057,61595
310M200US28740,28740,2015,59758,32771,48853,45687,61662
310M300US28740,28740,2016,62790,25555,,42138,65676
3100000US28900,28900,2006,37420,,,19439,39307
3100000US28900,28900,2007,44482,,,50542,44244
3100000US28900,28900,2008,42389,,,21831,43196
3100000US28900,28900,2009,41298,,,23262,44235
310M100US28900,28900,2010,37660,,,29693,40273
310M100US28900,28900,2011,36464,13944,94306,26734,38441
310M100US28900,28900,2012,38987,16167,,37201,40873
310M200US28900,28900,2013,36885,,,32970,37137
310M200US28900,28900,2014,39148,,105118,44561,38721
310M200US28900,28900,2015,43952,,133422,48607,44584
310M300US28900,28900,2016,45604,,,50505,44983
3100000US28940,28940,2006,43337,25518,55991,31356,44987
3100000US28940,28940,2007,44264,26661,,43541,45933
3100000US28940,28940,2008,45442,23636,99691,42528,47428
3100000US28940,28940,2009,45156,22689,72608,27012,47278
310M100US28940,28940,2010,43114,23998,58973,29846,45276
310M100US28940,28940,2011,44514,25434,61473,34749,46679
310M100US28940,28940,2012,44766,26222,54984,31082,47006
310M200US28940,28940,2013,45051,29399,87667,25603,46570
310M200US28940,28940,2014,45151,23500,60823,33913,47725
310M200US28940,28940,2015,48382,29295,54453,38753,50405
310M300US28940,28940,2016,49862,30071,52153,41378,51544
3100000US29020,29020,2006,43207,21733,42212,,44593
3100000US29020,29020,2007,45030,34155,94297,26124,47098
3100000US29020,29020,2008,48095,,,40616,50607
3100000US29020,29020,2009,47623,,,,48119
310M100US29020,29020,2010,41180,37083,,29327,41733
310M100US29020,29020,2011,40126,,,,40847
310M100US29020,29020,2012,39885,21417,52302,41163,41253
310M200US29020,29020,2013,44265,18750,45705,62877,47122
310M200US29020,29020,2014,47159,,,,49107
310M200US29020,29020,2015,46793,20053,85689,,49069
310M300US29020,29020,2016,45702,30562,,95801,45079
3100000US29100,29100,2006,45169,,37311,52069,45184
3100000US29100,29100,2007,48223,2500,,18558,49030
3100000US29100,29100,2008,48851,44162,35040,,49272
3100000US29100,29100,2009,50142,70306,51056,,50156
310M100US29100,29100,2010,47696,,47569,25724,48504
310M100US29100,29100,2011,50314,41938,47194,,51110
310M100US29100,29100,2012,47642,25479,35908,40797,48427
310M200US29100,29100,2013,51024,,62959,39560,51331
310M200US29100,29100,2014,50568,,36295,40827,52201
310M200US29100,29100,2015,50705,28886,55554,25075,51161
310M300US29100,29100,2016,55717,,56123,31555,57264
3100000US29140,29140,2006,39981,18737,21523,24621,42293
3100000US29140,29140,2007,41766,35293,18945,26643,45123
3100000US29140,29140,2008,45406,23622,17650,29926,48404
3100000US29140,29140,2009,41608,24087,25944,38165,43917
310M100US29140,29140,2010,40577,23358,24835,26898,45485
310M100US29140,29140,2011,42872,27431,18964,30478,46036
310M100US29140,29140,2012,43881,21279,24121,39352,47222
3100000US29180,29180,2006,41303,21514,,41278,51660
3100000US29180,29180,2007,43288,27303,,43634,51414
3100000US29180,29180,2008,46292,26104,45370,33631,54138
3100000US29180,29180,2009,47400,30487,42772,48142,56122
310M100US29180,29180,2010,46730,25336,50684,65161,53972
310M100US29180,29180,2011,43332,30601,,50411,52043
310M100US29180,29180,2012,46813,25775,37024,48682,56384
310M200US29180,29180,2013,48105,30048,63313,63634,54914
310M200US29180,29180,2014,48668,26815,81156,43608,56313
310M200US29180,29180,2015,48370,25721,66228,33492,57549
310M300US29180,29180,2016,45409,30703,62378,35403,52990
310M200US29200,29200,2013,48372,25121,16451,44167,50823
310M200US29200,29200,2014,46109,18834,21809,36460,50221
310M200US29200,29200,2015,50088,20817,26429,47624,52624
310M300US29200,29200,2016,51410,30591,23415,50426,54572
310M100US29300,29300,2010,41477,27993,68279,52806,47474
310M100US29300,29300,2011,40368,26491,72971,,50074
310M100US29300,29300,2012,36739,22339,76333,42139,45245
310M200US29300,29300,2013,43642,28560,,48040,50985
310M200US29300,29300,2014,40486,30081,58821,26672,46241
310M200US29300,29300,2015,39067,21929,66250,48257,49016
310M300US29300,29300,2016,42371,30200,70106,18907,52152
3100000US29340,29340,2006,40103,20772,,65412,45089
3100000US29340,29340,2007,42211,29420,,36585,48391
3100000US29340,29340,2008,45656,28684,,51358,50403
3100000US29340,29340,2009,44287,23661,50313,31250,54401
310M100US29340,29340,2010,40194,28449,,,47568
310M100US29340,29340,2011,40787,25399,,37428,47608
310M100US29340,29340,2012,45102,28694,,37290,51740
310M200US29340,29340,2013,43479,25008,51839,46750,50739
310M200US29340,29340,2014,46336,33919,62060,43759,50905
310M200US29340,29340,2015,46229,29600,61768,42256,55442
310M300US29340,29340,2016,46005,28804,66591,64458,50235
3100000US29380,29380,2006,40834,26271,,,41331
3100000US29380,29380,2007,41321,45263,,,41178
3100000US29380,29380,2008,38788,27105,70000,,40913
3100000US29380,29380,2009,37321,19530,,25136,44371
310M100US29380,29380,2010,32488,23443,,30912,33927
310M100US29380,29380,2011,35008,27262,87949,25628,38917
310M100US29380,29380,2012,36542,35904,,32932,37852
310M200US29380,29380,2013,45220,23036,156159,,46788
310M200US29380,29380,2014,38520,25038,,,39929
310M200US29380,29380,2015,47808,41227,,70662,50066
310M300US29380,29380,2016,42019,43733,,55061,40954
3100000US29420,29420,2006,36097,54583,52040,32215,36341
3100000US29420,29420,2007,39991,39023,,39583,40230
3100000US29420,29420,2008,38305,34083,61332,42723,38700
3100000US29420,29420,2009,40946,28217,37159,40687,40971
310M100US29420,29420,2010,36456,,63679,29866,37020
310M100US29420,29420,2011,35983,,,29291,36526
310M100US29420,29420,2012,34445,,,26201,35502
310M200US29420,29420,2013,39058,9255,56382,39228,38923
310M200US29420,29420,2014,37674,33208,,31178,39085
310M200US29420,29420,2015,40908,,,38792,41655
310M300US29420,29420,2016,42423,,108291,45916,42106
3100000US29460,29460,2006,41150,30709,41313,36942,44446
3100000US29460,29460,2007,44348,32719,53704,38049,46933
3100000US29460,29460,2008,44360,35374,46135,38414,48042
3100000US29460,29460,2009,41911,32438,57121,36093,45562
310M100US29460,29460,2010,41174,30703,49025,35321,44096
310M100US29460,29460,2011,40272,32082,105162,35338,42769
310M100US29460,29460,2012,41325,29878,60964,39434,44014
310M200US29460,29460,2013,42435,29721,66492,36327,46512
310M200US29460,29460,2014,42780,32581,51190,37668,47208
310M200US29460,29460,2015,44061,33066,54912,39073,48590
310M300US29460,29460,2016,46355,31708,75212,39642,50889
3100000US29540,29540,2006,52064,29542,59483,31192,54111
3100000US29540,29540,2007,52764,27000,65115,23909,55528
3100000US29540,29540,2008,55850,40516,58945,34376,58252
3100000US29540,29540,2009,55673,26518,48446,28048,57933
310M100US29540,29540,2010,51740,37208,44809,27258,54203
310M100US29540,29540,2011,53387,21560,66510,31111,55972
310M100US29540,29540,2012,54776,35823,77484,30396,58138
310M200US29540,29540,2013,56922,38132,62663,32545,59952
310M200US29540,29540,2014,57403,40497,75269,33915,60621
310M200US29540,29540,2015,59262,32445,76308,38125,61300
310M300US29540,29540,2016,61335,33292,47965,40508,64814
3100000US29580,29580,2007,35743,28314,,31315,39285
3100000US29580,29580,2008,38327,29158,,,42316
3100000US29580,29580,2009,40440,17142,147931,,45916
310M100US29580,29580,2010,35634,22062,76413,30916,42987
310M100US29580,29580,2011,40232,24802,,,48172
310M100US29580,29580,2012,44959,24004,,76264,51750
3100000US29620,29620,2006,48679,32211,38239,45879,50754
3100000US29620,29620,2007,47981,31792,24296,39479,51042
3100000US29620,29620,2008,49607,38499,43216,41321,50908
3100000US29620,29620,2009,47705,31911,34959,38918,50200
310M100US29620,29620,2010,47731,30646,25983,37657,51333
310M100US29620,29620,2011,46571,35917,41474,35238,49617
310M100US29620,29620,2012,48637,30655,35489,27603,52391
310M200US29620,29620,2013,49383,32871,55972,34679,52354
310M200US29620,29620,2014,49697,31970,44547,48409,52345
310M200US29620,29620,2015,51839,32787,47256,44528,56240
310M300US29620,29620,2016,53296,34160,30698,46125,56363
3100000US29700,29700,2006,33026,200000,,32158,54706
3100000US29700,29700,2007,33905,18351,,33028,43617
3100000US29700,29700,2008,36740,,,35902,50908
3100000US29700,29700,2009,38291,,97622,36999,53656
310M100US29700,29700,2010,35770,16199,,34939,59058
310M100US29700,29700,2011,36132,,105919,35284,53219
310M100US29700,29700,2012,36624,70551,102292,35686,48983
310M200US29700,29700,2013,39991,99762,62016,38077,61507
310M200US29700,29700,2014,38312,183359,,37508,69556
310M200US29700,29700,2015,39774,47673,,38361,62379
310M300US29700,29700,2016,35659,43516,,34666,61276
3100000US29740,29740,2006,33952,34890,,26584,44045
3100000US29740,29740,2007,35334,,46482,29091,42279
3100000US29740,29740,2008,36035,33301,91943,29194,51054
3100000US29740,29740,2009,35717,,38229,30053,45593
310M100US29740,29740,2010,35230,,,28995,50325
310M100US29740,29740,2011,36101,33086,48961,28242,54531
310M100US29740,29740,2012,37566,39286,,28745,55130
310M200US29740,29740,2013,36343,,,29308,48170
310M200US29740,29740,2014,39502,,40700,32338,48582
310M200US29740,29740,2015,39902,,32096,32441,55825
310M300US29740,29740,2016,37496,45667,58350,33203,55694
3100000US29820,29820,2006,53536,42853,55670,45628,60008
3100000US29820,29820,2007,55996,39494,61240,46124,61973
3100000US29820,29820,2008,56696,42506,64082,46955,62887
3100000US29820,29820,2009,53505,41258,63386,44573,59761
310M100US29820,29820,2010,51437,35241,54664,43601,58212
310M100US29820,29820,2011,48215,37107,55942,39096,53768
310M100US29820,29820,2012,49546,37520,60482,41247,54517
310M200US29820,29820,2013,51057,34281,61407,42789,56584
310M200US29820,29820,2014,51214,35977,60584,44125,57510
310M200US29820,29820,2015,51552,36508,59149,44751,58754
310M300US29820,29820,2016,54384,37410,65423,45831,61833
3100000US29860,29860,2006,29601,19655,,,37563
3100000US29860,29860,2007,32869,20582,,,38758
3100000US29860,29860,2008,35440,24294,,52083,42432
3100000US29860,29860,2009,31152,24765,,53793,34786
310M100US29860,29860,2010,35438,24042,,,38977
310M100US29860,29860,2011,36277,25990,250000,,41737
310M100US29860,29860,2012,34064,19859,,,41509
310M200US29860,29860,2013,34844,21579,,31009,41078
310M200US29860,29860,2014,37578,23628,,21390,50155
310M200US29860,29860,2015,32339,21496,,23571,38697
310M300US29860,29860,2016,40954,21538,,21225,55752
3100000US29940,29940,2006,46857,46806,18640,43655,48252
3100000US29940,29940,2007,42772,45310,,46250,42435
3100000US29940,29940,2008,46394,,,35176,49721
3100000US29940,29940,2009,43367,31521,37571,32399,45221
310M100US29940,29940,2010,47263,27708,,23760,49791
310M100US29940,29940,2011,47757,48447,,35119,50464
310M100US29940,29940,2012,50184,35127,59358,24160,50929
310M200US29940,29940,2013,52150,,41989,53608,52522
310M200US29940,29940,2014,48565,57667,,35967,50469
310M200US29940,29940,2015,52964,,35143,,58556
310M300US29940,29940,2016,56345,32136,,35564,58801
3100000US30020,30020,2006,39591,35349,,33736,43383
3100000US30020,30020,2007,43693,38422,22288,36342,47948
3100000US30020,30020,2008,39142,35025,,50406,41053
3100000US30020,30020,2009,47867,35625,,55735,48761
310M100US30020,30020,2010,43817,39434,35931,48750,47797
310M100US30020,30020,2011,44585,34811,30598,35342,49444
310M100US30020,30020,2012,44874,43376,34176,43513,46589
310M200US30020,30020,2013,41813,33639,60027,57541,45526
310M200US30020,30020,2014,47584,35873,78813,68157,48670
310M200US30020,30020,2015,47617,37791,26325,50899,51589
310M300US30020,30020,2016,50980,37277,40925,63390,54785
3100000US30100,30100,2006,49526,64320,104675,,49601
3100000US30100,30100,2007,51099,42653,58929,37179,51425
3100000US30100,30100,2008,51963,45078,42077,100498,52591
3100000US30100,30100,2009,50010,,50686,36516,50987
310M100US30100,30100,2010,50134,,,46694,50311
310M100US30100,30100,2011,50871,2500,,34066,51784
310M100US30100,30100,2012,51723,,76408,,51550
3100000US30140,30140,2006,49189,24799,49525,34203,50772
3100000US30140,30140,2007,46711,41279,74740,25727,48626
3100000US30140,30140,2008,52650,60111,91474,20969,54427
3100000US30140,30140,2009,50728,34187,71744,33750,53222
310M100US30140,30140,2010,51436,35013,,31411,53544
310M100US30140,30140,2011,55019,,102698,43354,55200
310M100US30140,30140,2012,51557,,70751,29232,53579
310M200US30140,30140,2013,55973,29770,36969,37093,57212
310M200US30140,30140,2014,54068,36136,,41323,57554
310M200US30140,30140,2015,52571,34662,47656,25422,57017
310M300US30140,30140,2016,57248,43750,55771,52321,57938
3100000US30300,30300,2009,43119,,,,45070
310M100US30300,30300,2010,39959,,,21964,40317
310M100US30300,30300,2011,42432,,,28788,43889
310M100US30300,30300,2012,44568,,,,45163
310M200US30300,30300,2013,45417,,97974,44604,45213
310M200US30300,30300,2014,44937,,2500,,45524
310M200US30300,30300,2015,52735,,106314,60313,53600
310M300US30300,30300,2016,47869,,,,49185
3100000US30340,30340,2006,37945,,,,39319
3100000US30340,30340,2007,46400,23172,,33363,49541
3100000US30340,30340,2008,45225,16500,20825,,45787
3100000US30340,30340,2009,39990,20526,,,42566
310M100US30340,30340,2010,41190,,,,41457
310M100US30340,30340,2011,44689,20440,36791,,45840
310M100US30340,30340,2012,44297,9361,,35670,46492
310M200US30340,30340,2013,44127,,100776,13893,44667
310M200US30340,30340,2014,48007,16892,56083,,48931
310M200US30340,30340,2015,50338,10246,44862,53488,51095
310M300US30340,30340,2016,49081,60640,31812,60094,50211
3100000US30460,30460,2006,45531,31956,37191,34884,50006
3100000US30460,30460,2007,47081,30333,48881,29043,50431
3100000US30460,30460,2008,50690,31178,66197,27714,54528
3100000US30460,30460,2009,46735,27147,61212,33606,50301
310M100US30460,30460,2010,46257,26732,58522,30235,50360
310M100US30460,30460,2011,47120,25555,90245,32605,51447
310M100US30460,30460,2012,47952,28099,59500,30174,52948
310M200US30460,30460,2013,50279,27824,46774,38498,55174
310M200US30460,30460,2014,50270,26551,65938,36740,54813
310M200US30460,30460,2015,53117,31484,61878,35744,59891
310M300US30460,30460,2016,53769,31050,58236,36532,60424
3100000US30500,30500,2006,71158,52539,69212,71145,74620
3100000US30500,30500,2007,75769,51020,90198,86617,81465
3100000US30500,30500,2008,80624,68551,70480,69341,82210
3100000US30500,30500,2009,72474,37171,159030,,82608
310M100US30500,30500,2010,88444,66109,,83046,91295
310M100US30500,30500,2011,81657,38947,107163,,85705
310M100US30500,30500,2012,86358,65087,95432,89673,91697
3100000US30620,30620,2006,44100,29180,,62185,45612
3100000US30620,30620,2007,44002,26650,53120,100040,46764
3100000US30620,30620,2008,44210,23620,,,46908
3100000US30620,30620,2009,37855,20537,,,40715
310M100US30620,30620,2010,41057,21093,70823,,42555
310M100US30620,30620,2011,41307,17307,,81846,44039
310M100US30620,30620,2012,41729,24132,47939,54131,46402
310M200US30620,30620,2013,43030,30389,,32659,46392
310M200US30620,30620,2014,42701,17908,250000,,49566
310M200US30620,30620,2015,50332,27561,78712,49203,51882
310M300US30620,30620,2016,47592,22244,,53025,51469
3100000US30700,30700,2006,48511,42250,54674,40133,49749
3100000US30700,30700,2007,49238,35732,49583,32926,50447
3100000US30700,30700,2008,52585,32154,50506,39886,53650
3100000US30700,30700,2009,47933,12409,47540,40247,49763
310M100US30700,30700,2010,50091,28045,57297,30195,51642
310M100US30700,30700,2011,49315,24188,35140,32683,51999
310M100US30700,30700,2012,50668,32451,42568,34101,54638
310M200US30700,30700,2013,52300,30786,39595,33125,55973
310M200US30700,30700,2014,52046,24394,43117,34929,55203
310M200US30700,30700,2015,54002,36432,55972,46932,56324
310M300US30700,30700,2016,59344,27365,29512,44981,62246
3100000US30740,30740,2006,38433,23565,,,40335
3100000US30740,30740,2007,49092,51572,,31044,50571
3100000US30740,30740,2008,49279,22345,,51263,50356
3100000US30740,30740,2009,47242,,,45927,48359
310M100US30740,30740,2010,42456,19323,131328,36180,45640
310M100US30740,30740,2011,52147,32261,,40914,54804
310M100US30740,30740,2012,46098,,,43332,49367
3100000US30780,30780,2006,44756,28883,52206,41687,49201
3100000US30780,30780,2007,45817,30761,41441,33839,51755
3100000US30780,30780,2008,45271,29478,62057,40281,50798
3100000US30780,30780,2009,45967,29096,69655,32963,52019
310M100US30780,30780,2010,45991,30520,52421,33775,53072
310M100US30780,30780,2011,46620,26557,48585,25709,54869
310M100US30780,30780,2012,47845,31223,46617,34960,55611
310M200US30780,30780,2013,48304,31506,55889,32987,56445
310M200US30780,30780,2014,48330,33257,61875,43897,54774
310M200US30780,30780,2015,49066,30911,81270,39603,55926
310M300US30780,30780,2016,51501,35560,64991,41994,59922
3100000US30860,30860,2006,42544,,41673,40519,43334
3100000US30860,30860,2007,45412,,65581,27445,47415
3100000US30860,30860,2008,49070,,,34761,50743
3100000US30860,30860,2009,45314,20851,40147,37198,47593
310M100US30860,30860,2010,46215,53965,25706,46264,46422
310M100US30860,30860,2011,46356,,65656,29604,47785
310M100US30860,30860,2012,45813,,37907,33732,47802
310M200US30860,30860,2013,47377,53694,36410,39704,48844
310M200US30860,30860,2014,51497,,,44258,52678
310M200US30860,30860,2015,51555,,26258,33484,55078
310M300US30860,30860,2016,57414,23943,36743,42069,60628
310M200US30940,30940,2013,32644,,,,32461
310M200US30940,30940,2014,30360,,,,30524
310M200US30940,30940,2015,35693,,,,35665
310M300US30940,30940,2016,32935,10680,,125718,33611
3100000US30980,30980,2006,39814,26338,,29387,44399
3100000US30980,30980,2007,41292,25324,,37301,45673
3100000US30980,30980,2008,44958,39598,49604,30773,49135
3100000US30980,30980,2009,43652,31600,,36016,49649
310M100US30980,30980,2010,41842,26255,48289,44057,46930
310M100US30980,30980,2011,42916,26633,74325,42827,46886
310M100US30980,30980,2012,42522,27610,47647,42303,48369
310M200US30980,30980,2013,45175,27623,141535,35811,50787
310M200US30980,30980,2014,49500,24450,,41264,57805
310M200US30980,30980,2015,47532,28551,81691,35363,55797
310M300US30980,30980,2016,45773,28224,53250,41305,51450
3100000US31020,31020,2006,43728,,61908,41278,44145
3100000US31020,31020,2007,44118,11423,,30395,45037
3100000US31020,31020,2008,47398,,,32636,48613
3100000US31020,31020,2009,45493,30280,48458,,46505
310M100US31020,31020,2010,41054,,25331,23970,42281
310M100US31020,31020,2011,42031,,,26100,43115
310M100US31020,31020,2012,47692,47615,61942,27112,50358
310M200US31020,31020,2013,48417,,36825,34155,49468
310M200US31020,31020,2014,42223,,29094,35523,44503
310M200US31020,31020,2015,49949,51667,,28533,52858
310M300US31020,31020,2016,50637,,95971,38374,52427
310M200US31080,31080,2013,58869,40980,67902,45202,77133
310M200US31080,31080,2014,60514,40855,68996,46782,78973
310M200US31080,31080,2015,62544,45024,73482,48877,81289
310M300US31080,31080,2016,65950,45469,75879,52076,84075
3100000US31100,31100,2006,55516,38926,65036,42866,70124
3100000US31100,31100,2007,58047,40652,65957,45439,73330
3100000US31100,31100,2008,60264,43041,66255,46787,76842
3100000US31100,31100,2009,58525,43249,66632,46209,73420
310M100US31100,31100,2010,56691,42269,63047,45271,72004
310M100US31100,31100,2011,56653,37693,65953,44889,72317
310M100US31100,31100,2012,57271,39282,67323,44868,73865
3100000US31140,31140,2006,45115,26251,55608,37389,48454
3100000US31140,31140,2007,45697,26560,55130,37238,49991
3100000US31140,31140,2008,48741,29309,63649,33285,52254
3100000US31140,31140,2009,46786,28440,68395,38257,49878
310M100US31140,31140,2010,44678,28654,61044,31270,49552
310M100US31140,31140,2011,47580,28700,83041,34590,51559
310M100US31140,31140,2012,48895,27758,52480,42715,52993
310M200US31140,31140,2013,50905,28826,60026,35571,55463
310M200US31140,31140,2014,50932,29078,65347,50495,55408
310M200US31140,31140,2015,52898,31156,65601,45653,57432
310M300US31140,31140,2016,54546,33287,65867,41628,60235
3100000US31180,31180,2006,37602,21524,33622,31887,43230
3100000US31180,31180,2007,41538,23610,45946,35907,46619
3100000US31180,31180,2008,44810,30929,38222,33653,50109
3100000US31180,31180,2009,39146,25472,41979,31749,45980
310M100US31180,31180,2010,42126,19786,31798,33377,48359
310M100US31180,31180,2011,43324,28810,67700,35132,48170
310M100US31180,31180,2012,41667,32804,70086,32704,49663
310M200US31180,31180,2013,47172,29764,69761,42200,51867
310M200US31180,31180,2014,45825,32703,24804,37327,51632
310M200US31180,31180,2015,47291,32161,33003,40025,54105
310M300US31180,31180,2016,48671,41932,54774,37362,59030
3100000US31260,31260,2006,40670,28528,,31910,46861
3100000US31260,31260,2007,36464,27315,,27508,43865
3100000US31260,31260,2008,33796,21991,,28671,40651
3100000US31260,31260,2009,37931,30175,,38255,39259
310M100US31260,31260,2010,37775,23409,,30256,45177
310M100US31260,31260,2011,39007,34417,38929,35926,44228
310M100US31260,31260,2012,39489,24854,250000,27206,45672
310M200US31260,31260,2013,42750,23921,,38561,46897
310M200US31260,31260,2014,42156,33368,,39091,44555
310M200US31260,31260,2015,49768,25388,81619,38152,54719
310M300US31260,31260,2016,41161,32993,,36786,45425
3100000US31300,31300,2006,26646,21565,,26324,35434
3100000US31300,31300,2007,30882,23295,51667,23067,40710
3100000US31300,31300,2008,30932,24579,,19826,41751
3100000US31300,31300,2009,24788,20041,36771,24920,31535
310M100US31300,31300,2010,29453,25098,32252,16902,37114
310M100US31300,31300,2011,30806,24324,25660,20120,36754
310M100US31300,31300,2012,28293,22154,32301,23872,44330
310M200US31300,31300,2013,29542,27218,47935,32665,33348
310M200US31300,31300,2014,29889,21832,,27308,38410
310M200US31300,31300,2015,31558,24219,44911,35148,39663
310M300US31300,31300,2016,34254,31563,90870,28786,40555
3100000US31340,31340,2006,42228,31792,31706,,45320
3100000US31340,31340,2007,42086,29624,68426,,45816
3100000US31340,31340,2008,44447,31070,,23854,48773
3100000US31340,31340,2009,44800,24252,,65809,49970
310M100US31340,31340,2010,41248,27419,53643,55863,45386
310M100US31340,31340,2011,46734,29191,42229,44216,51676
310M100US31340,31340,2012,43082,30441,62917,45240,46739
310M200US31340,31340,2013,47821,27145,36136,64397,52045
310M200US31340,31340,2014,47567,30412,48662,66732,51318
310M200US31340,31340,2015,48090,28692,52069,41931,51860
310M300US31340,31340,2016,48530,32162,40089,35922,52020
3100000US31420,31420,2006,36995,28793,59526,,48498
3100000US31420,31420,2007,39879,24027,50433,30070,50576
3100000US31420,31420,2008,42634,28834,50281,22314,53106
3100000US31420,31420,2009,39415,25530,58661,,50360
310M100US31420,31420,2010,37507,23721,100590,32036,55136
310M100US31420,31420,2011,36888,24432,44138,16721,49453
310M100US31420,31420,2012,39525,26667,40625,35976,52975
310M200US31420,31420,2013,39484,25179,130858,29028,53565
310M200US31420,31420,2014,38146,24447,61999,46277,53150
310M200US31420,31420,2015,40067,27179,55991,39198,51127
310M300US31420,31420,2016,39973,27779,66181,26462,51123
3100000US31460,31460,2006,39068,,41830,34649,40595
3100000US31460,31460,2007,44975,,,40992,55830
3100000US31460,31460,2008,47394,50013,36357,38632,58660
3100000US31460,31460,2009,44135,31947,55225,38235,51740
310M100US31460,31460,2010,48268,29080,,41191,51234
310M100US31460,31460,2011,46570,,,42109,51256
310M100US31460,31460,2012,42039,47289,45946,36586,47713
310M200US31460,31460,2013,39758,30410,75778,38052,48107
310M200US31460,31460,2014,42433,,,37297,58309
310M200US31460,31460,2015,47150,52566,54189,40802,56298
310M300US31460,31460,2016,51657,,87607,41595,66427
3100000US31540,31540,2006,56544,32569,43456,43369,58669
3100000US31540,31540,2007,59709,34607,53090,61068,61141
3100000US31540,31540,2008,60850,26593,50394,41489,64301
3100000US31540,31540,2009,56709,32736,38266,48283,60279
310M100US31540,31540,2010,57594,32386,45213,37486,60878
310M100US31540,31540,2011,59674,20911,45037,35520,62374
310M100US31540,31540,2012,58894,26426,53434,30515,62880
310M200US31540,31540,2013,59466,26463,48268,31794,62572
310M200US31540,31540,2014,60903,30744,44329,40815,63674
310M200US31540,31540,2015,64174,33683,57067,47319,67465
310M300US31540,31540,2016,68497,30456,78721,44216,70689
3100000US31700,31700,2006,66382,44710,93332,51443,66441
3100000US31700,31700,2007,67667,45925,88964,46780,69134
3100000US31700,31700,2008,69223,29142,94197,43960,70889
3100000US31700,31700,2009,64751,44140,67193,32133,67286
310M100US31700,31700,2010,68312,47946,80611,43402,68859
310M100US31700,31700,2011,66609,45309,94893,35511,68195
310M100US31700,31700,2012,69089,45297,100424,45702,70518
310M200US31700,31700,2013,67574,51239,72092,47348,69338
310M200US31700,31700,2014,71422,46710,92082,44012,73022
310M200US31700,31700,2015,74323,28168,122805,54327,76053
310M300US31700,31700,2016,76254,55439,66720,46248,78391
3100000US31740,31740,2006,37463,44923,35636,31063,38088
3100000US31740,31740,2007,40139,47911,32003,19419,40515
3100000US31740,31740,2008,45084,43268,83636,29906,45826
3100000US31740,31740,2009,43771,39310,28227,36981,46044
310M100US31740,31740,2010,46150,37149,40913,33922,49159
310M100US31740,31740,2011,42688,45788,28628,36494,43932
310M100US31740,31740,2012,46083,54217,51100,32698,46526
310M200US31740,31740,2013,46375,,,52691,46813
310M200US31740,31740,2014,50323,49190,,43833,51438
310M200US31740,31740,2015,50354,45776,36706,30890,53018
310M300US31740,31740,2016,52720,25308,46398,39339,59861
3100000US31820,31820,2006,46926,16521,,45917,47244
3100000US31820,31820,2007,47382,30078,,58654,47913
3100000US31820,31820,2008,49755,61148,54151,34607,49615
3100000US31820,31820,2009,48088,,57358,,48591
310M100US31820,31820,2010,47298,,20688,35511,48692
310M100US31820,31820,2011,48272,,27704,60380,48763
310M100US31820,31820,2012,46045,,,33938,45975
310M200US31820,31820,2013,47181,33673,,,47041
310M200US31820,31820,2014,45136,,,29869,46660
310M200US31820,31820,2015,50302,,,45286,50294
310M300US31820,31820,2016,51752,33222,,37251,53795
3100000US31860,31860,2006,46104,2500,,34318,47438
3100000US31860,31860,2007,55284,,38512,32333,56529
3100000US31860,31860,2008,51880,,33377,27909,52592
3100000US31860,31860,2009,46933,16023,,30223,48634
310M100US31860,31860,2010,51127,15921,45340,41227,51740
310M100US31860,31860,2011,50720,11303,44647,37672,51957
310M100US31860,31860,2012,52542,35263,,77310,53059
310M200US31860,31860,2013,53047,,,53030,55100
310M200US31860,31860,2014,54055,,123938,,54942
310M200US31860,31860,2015,52497,16306,,,54939
310M300US31860,31860,2016,57833,,,32958,61099
3100000US31900,31900,2006,38393,,,,39187
3100000US31900,31900,2007,43445,36858,105048,,44346
3100000US31900,31900,2008,42578,27253,,26354,44817
3100000US31900,31900,2009,39350,31583,105768,,39918
310M100US31900,31900,2010,41572,29458,,,42530
310M100US31900,31900,2011,40117,32462,,51935,40413
310M100US31900,31900,2012,41680,21846,,,43105
