GEOID,MSA,year,mean_inc,mean_inc_earnings,mean_inc_interest,mean_inc_ss,mean_inc_ssi,mean_inc_assist,mean_inc_retire,mean_inc_2workers,mean_inc_black,mean_inc_asian,mean_inc_hispanic,mean_inc_white
310M100US38300,38300,2010,63485,66872,10471,16569,8603,2492,16442,101656,16799,32003,20282,28357
310M100US38300,38300,2011,65371,69363,10155,17024,9108,2604,18160,107013,15378,32759,16867,29625
310M100US38300,38300,2012,68257,72024,11606,17305,9532,2567,19139,108458,17532,39404,20883,30711
310M200US38300,38300,2013,69814,73676,11605,17753,9793,2416,19458,114055,17297,37114,24312,31466
310M200US38300,38300,2014,71459,75699,12252,18278,9670,2195,19958,116623,18697,37364,17525,32413
310M200US38300,38300,2015,74452,78001,15722,18594,9314,2350,20281,120915,18325,35069,23487,33972
310M300US38300,38300,2016,75705,79993,12173,19228,9951,2126,20416,125405,20193,33567,24222,34398
3100000US38340,38340,2006,57196,55658,12524,13315,7148,3042,20126,84918,17206,21910,17392,25523
3100000US38340,38340,2007,66399,63870,22760,15280,7901,2819,18718,101108,18172,28834,19885,29659
3100000US38340,38340,2008,62871,64424,12723,14056,7252,2477,19158,102777,15475,,12801,29114
3100000US38340,38340,2009,59059,58716,12332,14730,10797,3767,22180,104899,9203,13297,14610,27385
310M100US38340,38340,2010,61060,59389,24590,14900,7701,3210,21603,91409,7568,19004,16606,28450
310M100US38340,38340,2011,64646,63429,19910,15932,9288,3294,22254,101524,13307,16674,14766,29081
310M100US38340,38340,2012,62757,64380,16468,16162,7798,3891,20867,109699,12896,33003,17235,29101
310M200US38340,38340,2013,71181,70871,16480,16544,8877,3744,23517,124058,11029,54501,13478,32493
310M200US38340,38340,2014,69452,68573,23042,16935,9844,4427,24264,113644,13483,29147,11003,32783
310M200US38340,38340,2015,69880,69127,20095,18393,8790,3207,21907,118516,11757,21666,13037,32591
310M300US38340,38340,2016,76180,73800,20298,18133,9099,4196,26388,129239,14310,26053,17567,35112
3100000US38460,38460,2006,54135,52508,7044,14227,5806,2061,20741,81606,6905,,8517,21713
3100000US38460,38460,2007,56648,56219,6855,13771,8354,1150,21588,87276,4826,,25326,22616
3100000US38460,38460,2008,60441,61162,6377,14406,7693,4473,18255,89082,4156,17265,14960,24033
3100000US38460,38460,2009,57798,57611,9110,14994,8316,4878,18273,87939,5382,,11639,23511
310M100US38460,38460,2010,55949,60023,5749,16535,10305,3081,21071,92979,4468,9486,10533,23065
310M100US38460,38460,2011,60093,62270,7451,16505,9766,4102,22833,103781,2548,10970,4819,25888
310M100US38460,38460,2012,65864,63837,19361,16828,9241,2515,22483,97258,,47206,6843,27074
310M200US38460,38460,2013,61200,59025,19239,17133,12591,2215,21055,103426,,16691,17391,25901
310M200US38460,38460,2014,64480,64659,10387,18317,8556,3502,26438,97077,7737,11932,4845,26808
310M200US38460,38460,2015,56433,55263,7775,18213,9094,4454,26662,83966,8832,27668,,
310M300US38460,38460,2016,65214,66197,9127,19267,11436,6905,23531,95526,,23496,14451,26878
3100000US38540,38540,2006,50443,50099,7609,16133,8540,3367,14153,67607,,20401,8850,19852
3100000US38540,38540,2007,57140,53713,12433,15841,7293,1927,22008,78181,3507,,13201,22197
3100000US38540,38540,2008,55902,52015,12791,16768,7330,3411,20312,68706,,18442,9374,22222
3100000US38540,38540,2009,55387,54419,12825,17545,7520,1825,16862,69196,,14944,8575,21761
310M100US38540,38540,2010,53195,50192,19845,18433,10119,1412,19503,86507,,17816,10228,21310
310M100US38540,38540,2011,49758,49101,8898,18956,8778,4040,17503,73873,,23546,11461,19724
310M100US38540,38540,2012,54644,52974,10299,18985,9419,1852,20345,79740,13953,24958,13759,21854
310M200US38540,38540,2013,58017,57431,10475,18612,10638,668,16243,86130,,11734,12679,22877
310M200US38540,38540,2014,59314,56174,15286,17750,10161,2649,16845,89895,20197,16467,13354,23527
310M200US38540,38540,2015,56585,56293,10554,18827,10469,1715,18319,82245,7199,14092,9857,22550
310M300US38540,38540,2016,64287,65969,10260,19257,9395,3629,18132,94944,,8749,11696,24520
3100000US38660,38660,2006,23212,26920,14776,8554,9372,2088,9950,50756,9188,,,
3100000US38660,38660,2007,25509,29528,8543,9232,3785,2204,11228,51719,8315,,,
3100000US38660,38660,2008,25724,29306,22438,9951,6757,2564,12342,51408,8163,,,
3100000US38660,38660,2009,24493,27384,15471,10248,5856,2505,11909,50013,7177,,,
310M100US38660,38660,2010,26511,30864,18459,10477,8491,2023,11647,60594,10117,,,
310M100US38660,38660,2011,25902,31189,11348,10788,8246,2499,11412,59870,7954,9389,,
310M100US38660,38660,2012,24517,28604,12120,11330,6951,2772,11896,54755,7027,,,
310M200US38660,38660,2013,24347,29983,8425,11054,7819,2129,12756,51786,9674,,,
310M200US38660,38660,2014,27522,33704,16804,11559,9690,2393,19407,79177,8746,,,
310M200US38660,38660,2015,26020,31145,32814,11384,7641,2570,17578,48902,10451,,,
310M300US38660,38660,2016,25663,30079,18949,11868,6655,2697,14420,59938,9154,,,
3100000US38820,38820,2006,50892,47430,16111,14971,7026,3833,22483,76716,10753,29800,15791,23701
3100000US38820,38820,2007,51163,51964,15040,14650,9124,3626,19695,77896,,29199,8510,24381
3100000US38820,38820,2008,55120,51975,12616,16204,8014,2961,25053,78415,,10764,13408,25557
3100000US38820,38820,2009,53863,48656,17487,16453,9009,2964,24715,80040,,21799,9232,25266
310M100US38820,38820,2010,50652,49842,12095,18004,12268,2557,21273,86366,8079,12933,8964,23999
310M100US38820,38820,2011,61974,64537,14103,18073,9248,1813,29854,,,48886,12733,29641
310M100US38820,38820,2012,52767,48686,10435,19308,8744,2796,26988,73496,3525,33918,12709,25507
310M200US38820,38820,2013,58506,55618,17438,19200,8478,2802,26468,88544,,9747,13293,28737
310M200US38820,38820,2014,59826,60113,11223,19281,10293,2268,25136,,7562,,9901,28789
310M200US38820,38820,2015,59519,64523,14988,19115,10434,2799,25275,106065,,21305,22783,28867
310M300US38820,38820,2016,60096,58068,18737,18983,9104,2423,27647,,7539,30647,14729,28662
3100000US38860,38860,2006,62859,62708,10798,13666,7648,2972,17670,85387,13354,12823,16404,26863
3100000US38860,38860,2007,69674,68409,15016,14381,9000,2773,20821,98366,10335,19430,15074,29785
3100000US38860,38860,2008,68862,68420,14402,14998,8179,2700,20488,98803,13843,18906,15279,29676
3100000US38860,38860,2009,69032,69348,11144,15418,8194,3090,20207,98069,11901,14353,19047,29414
310M100US38860,38860,2010,69912,70769,12627,16155,9111,4337,21127,104168,9942,21209,13888,29991
310M100US38860,38860,2011,73001,73200,15790,16525,8783,3592,21656,106875,9568,28013,21562,31538
310M100US38860,38860,2012,71408,70630,14399,16522,10256,3585,23781,107414,12453,17938,19321,31086
310M200US38860,38860,2013,73210,73484,14664,17189,11248,3006,22450,113798,12526,20660,17675,32032
310M200US38860,38860,2014,80803,79823,21410,17704,10246,2587,21085,120889,12944,29144,19752,35012
310M200US38860,38860,2015,81158,79152,19818,18161,8838,1942,23526,114281,13336,20226,19069,35148
310M300US38860,38860,2016,82141,82967,19301,18640,9178,2075,23599,118826,11809,24662,23734,35904
3100000US38900,38900,2006,68349,67577,14452,14312,7117,3088,20656,98837,15343,25870,13385,30011
3100000US38900,38900,2007,72171,71859,13747,15053,8093,3347,21078,103605,17039,26209,13927,31692
3100000US38900,38900,2008,75206,74180,14912,15371,7732,3107,23641,104581,18000,30147,13992,32765
3100000US38900,38900,2009,71471,70528,14423,16063,8850,3608,22895,102191,18240,26731,14383,30821
310M100US38900,38900,2010,69594,69907,12254,16820,9243,4714,22274,101618,19471,26844,13277,30305
310M100US38900,38900,2011,72500,71966,16713,17227,8766,3821,25047,107281,16767,27498,13336,31987
310M100US38900,38900,2012,74539,75212,15331,17359,9097,3621,23541,110494,17377,29892,15058,32568
310M200US38900,38900,2013,77510,77541,17290,18259,9442,3357,24221,115197,19671,29753,13994,34210
310M200US38900,38900,2014,79375,78482,18967,18058,9207,3161,25738,118056,19906,30622,15147,35081
310M200US38900,38900,2015,84633,83916,20117,19239,9813,2975,26662,123442,22014,34860,17664,36508
310M300US38900,38900,2016,90488,90955,19559,19798,9523,2594,27565,131629,22055,36559,18961,39237
3100000US38940,38940,2006,65628,63399,26922,15515,7364,1950,21718,87439,13526,34241,15552,31557
3100000US38940,38940,2007,68742,64224,32365,16329,8130,1562,21301,93177,12738,56761,15327,33042
3100000US38940,38940,2008,66466,60691,32691,16720,9016,1906,24930,96861,13509,15691,15835,31863
3100000US38940,38940,2009,66184,64576,25640,17131,8334,2888,22962,98051,13699,27278,14209,31783
310M100US38940,38940,2010,63518,55051,40144,18246,9228,4177,22990,94935,13816,,12615,29799
310M100US38940,38940,2011,62164,60222,23646,18133,9144,3433,27602,97591,15128,25889,12479,30858
310M100US38940,38940,2012,64256,61761,29832,18651,11524,4085,27412,102858,12927,34340,13222,32486
310M200US38940,38940,2013,67428,64619,33194,18999,10105,2804,28489,101303,15907,34742,15182,32480
310M200US38940,38940,2014,67310,65945,29065,19617,9030,4198,24449,96952,16309,,14560,32725
310M200US38940,38940,2015,66868,62940,30873,19904,9444,2013,29602,105791,14117,28214,15582,33409
310M300US38940,38940,2016,68880,68854,25107,19981,10999,3941,27702,107917,15397,15319,15915,34136
3100000US39020,39020,2006,37924,41544,8892,12688,7493,2466,15056,63094,11126,,,15586
3100000US39020,39020,2007,42688,47372,8646,12844,7400,3003,14857,72043,6307,,6160,17700
3100000US39020,39020,2008,47490,51787,5167,15375,8572,3326,14266,76515,,16285,14923,19542
3100000US39020,39020,2009,44838,48811,4490,13261,6872,3383,22400,75265,10985,,3323,18214
310M100US39020,39020,2010,48606,51352,5071,14684,8213,2404,19009,82286,9897,,,
310M100US39020,39020,2011,44201,50619,7582,13719,8536,2778,17710,86577,18931,17286,,17842
310M100US39020,39020,2012,48528,52476,4936,14671,9617,3410,18339,83220,,,,
310M200US39020,39020,2013,52472,56512,5788,16697,7249,3141,23480,,10181,59322,,20405
310M200US39020,39020,2014,51448,57371,6881,15995,9447,2849,24722,,,25044,,21149
310M200US39020,39020,2015,51082,55935,9334,15923,9869,2942,24316,102040,,,,21956
310M300US39020,39020,2016,54291,56768,,16219,8712,1853,23299,90031,,,11779,22249
3100000US39060,39060,2006,45299,47903,4907,13281,6736,1729,12668,70308,6664,27731,9726,19589
3100000US39060,39060,2007,50918,54683,5364,13573,8668,2533,13861,77453,7302,80883,16982,21421
3100000US39060,39060,2008,51921,55507,5293,14484,7476,3456,15264,80666,6274,,10026,22468
3100000US39060,39060,2009,50373,53825,6730,14581,7069,1752,13908,73600,6905,,10055,21914
310M100US39060,39060,2010,51384,54362,8916,16038,9050,2605,12754,85084,6355,12199,11534,22197
310M100US39060,39060,2011,56591,59340,5911,16657,9190,2574,15807,86109,8677,13348,8447,24166
310M100US39060,39060,2012,55310,56475,9254,16424,8395,2996,19471,88464,9572,27479,9128,24042
310M200US39060,39060,2013,55130,59485,6889,16227,8960,3362,15178,91965,5384,,9457,24045
310M200US39060,39060,2014,54143,56984,7711,17224,9601,1903,16100,84068,5233,19310,14273,23392
310M200US39060,39060,2015,60384,65705,8982,18074,8864,2196,15825,102898,14381,68275,12359,25771
310M300US39060,39060,2016,60421,64337,8123,17609,9892,2291,17253,98594,6339,24518,19473,26357
3100000US39100,39100,2006,76690,77413,9419,14797,8330,3532,19746,107987,20284,30923,17373,29355
3100000US39100,39100,2007,80904,81201,10672,15394,9771,3225,22798,114804,20039,29906,18528,31501
3100000US39100,39100,2008,85691,86191,12511,16379,7209,3693,23841,119821,21036,36217,21824,33049
3100000US39100,39100,2009,84463,83532,11175,16638,8196,3441,26132,122064,23603,37560,20470,32562
310M100US39100,39100,2010,82872,83663,9019,18005,9478,5149,24106,125480,22960,38232,19967,32500
310M100US39100,39100,2011,84496,85647,14503,18868,9750,4607,27468,124664,23164,34743,18011,33863
310M100US39100,39100,2012,85938,85566,14000,18407,9735,4356,26705,126035,23237,32335,19483,34325
3100000US39140,39140,2006,53858,51256,18868,15051,10450,2652,20835,77489,19299,17556,13635,24952
3100000US39140,39140,2007,57897,55912,15849,15477,7920,3624,23750,88709,21737,99065,13339,25493
3100000US39140,39140,2008,57254,54214,17201,15411,9911,3463,22962,97844,,,13611,27177
3100000US39140,39140,2009,57991,54168,19970,16077,8203,4031,24100,82607,16938,34828,12748,26902
310M100US39140,39140,2010,52112,47790,16876,17372,8176,2734,21796,84938,39144,37953,13168,24403
310M100US39140,39140,2011,54638,49946,15714,17864,8530,2940,27886,83588,14719,40476,13719,25906
310M100US39140,39140,2012,56210,52276,15946,18273,8684,1646,25739,90475,24408,30125,12407,27500
310M200US39140,39140,2013,51801,45570,20301,17485,8594,2526,21715,80745,21287,20428,10521,25841
310M200US39140,39140,2014,60018,58951,21972,18724,9084,3273,22827,93905,30882,13840,15872,27997
310M200US39140,39140,2015,61037,54949,18749,20866,10806,3786,24266,87276,29639,49604,18057,28550
310M300US39140,39140,2016,65804,64231,17365,19532,10215,1918,29724,106075,21866,31650,19894,30342
3100000US39300,39300,2006,65646,68392,9742,13431,7903,4198,18281,100265,16201,20363,12797,28182
3100000US39300,39300,2007,69832,73427,11102,13937,8420,3666,19437,102455,17908,22017,13183,30177
3100000US39300,39300,2008,72275,74107,15580,14330,8301,3671,21013,109937,24140,20038,14365,31080
3100000US39300,39300,2009,70802,74227,11770,14726,8555,4066,20021,111321,15501,23101,13593,31115
310M100US39300,39300,2010,68355,71563,12371,15438,9348,4088,20737,112383,15169,22631,12600,30236
310M100US39300,39300,2011,72457,74759,14350,16389,9171,4033,26025,114460,17267,20973,14012,32462
310M100US39300,39300,2012,71648,75867,13688,16423,9646,4228,23492,117046,18922,23822,13039,32060
310M200US39300,39300,2013,74920,78397,14089,16986,9943,3331,24106,124397,16457,27204,13481,33655
310M200US39300,39300,2014,76189,79202,16165,17100,9508,3412,24540,123178,19138,25150,14676,33963
310M200US39300,39300,2015,77620,81067,16624,17806,9884,2954,24638,126748,23331,29052,14754,35186
310M300US39300,39300,2016,82478,86341,19097,17716,10463,3210,24731,134064,20558,31687,16231,37475
3100000US39340,39340,2006,63528,59314,16530,15369,7572,1602,17542,64189,10507,13605,10766,18711
3100000US39340,39340,2007,70055,67715,12832,16135,6051,2448,21207,74207,12641,14715,11215,20916
3100000US39340,39340,2008,74232,70743,12955,16532,8136,2269,23229,73215,11856,13849,12504,21170
3100000US39340,39340,2009,71702,69305,9082,16569,9694,5361,21305,76454,9814,16537,11120,20225
310M100US39340,39340,2010,67834,63829,15068,17652,10802,3838,23097,72250,7037,16109,10215,20484
310M100US39340,39340,2011,70619,68200,11068,17975,9026,3946,21563,70261,9916,19242,12051,20964
310M100US39340,39340,2012,71611,69004,9883,18625,10272,5010,24878,74766,18630,16182,12633,21259
310M200US39340,39340,2013,74889,71963,13926,19098,9817,2098,26294,76646,9858,13090,12382,22533
310M200US39340,39340,2014,76285,73162,14879,19738,10150,3642,23688,80231,14444,20224,13095,22599
310M200US39340,39340,2015,81551,78790,14581,19643,10847,2409,27787,79005,19070,24491,13957,23873
310M300US39340,39340,2016,84429,81510,16585,20720,9573,3292,27946,88408,27030,21874,14127,24761
3100000US39380,39380,2006,49753,49537,17844,12642,6778,1834,17927,80298,14633,28119,12980,25204
3100000US39380,39380,2007,52543,53713,11131,12690,6914,2226,20127,80703,25911,33897,15067,24329
3100000US39380,39380,2008,53305,54672,9240,12774,6373,2322,22924,82369,18379,81698,14042,25996
3100000US39380,39380,2009,50437,51923,14780,13500,5895,2733,19939,77740,8325,,15456,25020
310M100US39380,39380,2010,50162,52566,11210,14432,9430,3797,22549,83055,11700,20203,15326,25185
310M100US39380,39380,2011,55280,57072,9700,15866,7981,3467,21053,84109,16713,17178,15752,27696
310M100US39380,39380,2012,52711,51760,14494,15651,9703,2561,24687,85727,11241,,14757,26861
310M200US39380,39380,2013,52754,53526,5895,15877,9135,2607,24042,80529,9750,34981,14704,26529
310M200US39380,39380,2014,54852,55574,15140,15578,9593,2124,19832,97865,15034,18342,16492,27067
310M200US39380,39380,2015,57414,60129,11242,16469,9464,3013,24733,107487,17802,20771,15592,28625
310M300US39380,39380,2016,59601,63363,8707,16739,10480,4326,23996,102124,15517,23249,18331,27976
3100000US39460,39460,2006,56958,57073,15182,15482,8880,,22630,85376,18326,30522,21112,27376
3100000US39460,39460,2007,56711,53892,16346,16291,10066,,21341,81980,15501,17847,16168,27565
3100000US39460,39460,2008,60234,57348,23029,16790,7498,4042,23943,92169,20447,,18664,28557
3100000US39460,39460,2009,53047,48559,16774,16174,9723,5723,23756,74590,15358,20806,17818,26460
310M100US39460,39460,2010,52405,48286,14764,18679,9345,3380,24513,85984,16740,29140,13991,25084
310M100US39460,39460,2011,63141,68659,9175,18109,10805,,25986,74641,15392,11195,9487,31590
310M100US39460,39460,2012,55576,50875,17461,19775,8977,3939,26866,81525,15703,30735,14094,27229
310M200US39460,39460,2013,57263,52600,16812,19419,8147,1869,27576,94323,12125,20024,12115,27740
310M200US39460,39460,2014,57316,51088,21662,20080,11501,3688,27658,86077,22102,30929,14195,28014
310M200US39460,39460,2015,62168,56780,28606,20572,10982,1914,25858,97399,17855,30311,13755,30168
310M300US39460,39460,2016,65643,62974,27457,21125,9256,1932,26386,132721,23071,22138,18524,31860
3100000US39500,39500,2006,49364,50112,7647,12990,6106,,11686,76500,12148,,10247,21129
3100000US39500,39500,2007,58360,53981,16838,14232,8151,3367,33376,72759,,,,
3100000US39500,39500,2008,60553,61105,9296,14309,6518,3415,13135,90053,9513,15259,,
3100000US39500,39500,2009,52277,50514,10756,14896,7706,1854,17790,75374,9987,,,
310M100US39500,39500,2010,54661,54518,18312,14866,7937,1727,13614,77527,18641,24804,14515,23649
310M100US39500,39500,2011,51802,52126,7845,15498,7868,3393,17358,72350,13265,22918,28713,21678
310M100US39500,39500,2012,57737,56439,13090,16624,8748,1764,17649,80740,11887,,,
310M200US39500,39500,2013,51096,53584,8813,16049,8607,1805,18540,82764,8159,,12348,22702
310M200US39500,39500,2014,57988,60311,9325,16854,8798,2335,19808,83488,15302,,12765,25501
310M200US39500,39500,2015,62367,62768,10796,17393,10143,3989,20227,89012,,,3735,25930
310M300US39500,39500,2016,68841,70972,17367,19474,11994,,20644,99919,13102,66687,15804,29574
3100000US39540,39540,2006,62271,62232,8439,15206,9873,,16003,94428,12737,20923,14591,27472
3100000US39540,39540,2007,64504,65050,9988,16013,7219,1309,16891,92766,14438,22627,13514,28569
3100000US39540,39540,2008,68498,69575,10086,16834,9573,4241,17940,97379,13897,28769,15294,30490
3100000US39540,39540,2009,65250,64817,7957,16182,8193,2460,18522,96111,11955,27553,12315,28999
310M100US39540,39540,2010,64205,66924,10095,17232,9361,4942,19841,106299,14057,25581,13627,29415
310M100US39540,39540,2011,65692,64607,12567,17576,9742,3846,19615,99574,11759,18550,14666,30012
310M100US39540,39540,2012,66966,65494,22924,17719,10267,2650,18206,101775,12850,36978,12234,31658
310M200US39540,39540,2013,70215,71635,15069,18151,8435,4563,19918,109400,11839,55444,14790,31954
310M200US39540,39540,2014,68354,69993,11217,18493,10462,2682,19531,102524,13807,35715,13891,31630
310M200US39540,39540,2015,72857,73223,15647,19272,9992,2946,18421,109723,14086,24250,16182,33441
310M300US39540,39540,2016,70257,71336,10114,20084,10136,3011,20873,108307,14960,25921,15293,32936
3100000US39580,39580,2006,72571,72545,9612,14020,6501,1828,19382,105751,17230,31309,13400,33359
3100000US39580,39580,2007,77506,76803,12716,14953,7360,2348,19795,112071,18899,35507,15410,35397
3100000US39580,39580,2008,82684,81016,12789,15876,6791,2189,22860,120187,19115,36577,13378,37857
3100000US39580,39580,2009,76763,75356,12010,16034,8061,4488,23774,112534,19462,30691,11244,34619
310M100US39580,39580,2010,75663,75453,10817,16727,7845,3589,22402,113946,18756,28344,12487,34891
310M100US39580,39580,2011,77409,77895,10884,17611,7793,3404,23925,115576,20298,31112,12795,35213
310M100US39580,39580,2012,79095,78862,13579,17575,8839,4351,24185,114860,20576,35012,14243,35738
310M200US39580,39580,2013,82896,82580,13528,18056,9118,3528,23714,122545,20729,34861,13239,38294
310M200US39580,39580,2014,84855,84580,14496,19252,9407,2653,25267,129977,21537,34146,14650,38795
310M200US39580,39580,2015,87155,86946,15314,19386,8966,3014,24630,128034,20875,38077,14029,40129
310M300US39580,39580,2016,93733,93113,20120,19980,9064,2295,24893,139627,25266,38840,17794,42281
3100000US39660,39660,2006,53626,53322,7078,12957,8690,1460,18666,69359,,12546,12987,23588
3100000US39660,39660,2007,56911,53560,13814,14584,9710,3023,15948,77538,17450,9660,8875,24676
3100000US39660,39660,2008,61479,58458,14256,14554,7354,3014,21084,77522,5662,14128,12678,28861
3100000US39660,39660,2009,62234,53787,,14130,6175,2924,20335,81403,18322,10880,10054,27113
310M100US39660,39660,2010,61471,59517,13046,14754,7883,3478,20968,94885,23990,,12618,27315
310M100US39660,39660,2011,63035,59738,19920,15572,7088,4317,21385,91059,22908,19100,10194,28382
310M100US39660,39660,2012,64046,61268,10063,16238,9657,4715,23584,84340,28953,28919,15915,27689
310M200US39660,39660,2013,63509,59338,11846,16213,9016,1419,22227,87071,18988,7822,12207,28839
310M200US39660,39660,2014,64263,61694,13101,17103,8255,2698,20480,96868,18398,14222,16361,28914
310M200US39660,39660,2015,69847,67299,20253,16633,9987,3326,21266,102423,7891,10832,18811,31438
310M300US39660,39660,2016,66461,63709,17594,17411,6691,2253,21995,,22123,13736,14272,30972
3100000US39740,39740,2006,60547,61746,7269,14871,8330,3313,15128,85790,14491,28434,10746,26094
3100000US39740,39740,2007,66151,64783,15845,15664,8121,3580,16342,93728,16459,23088,11322,28499
3100000US39740,39740,2008,67407,67241,10271,16407,9071,2092,17425,93095,15653,25959,10594,29541
3100000US39740,39740,2009,65277,64182,10388,16226,9004,2956,19174,92612,13175,25711,9172,28332
310M100US39740,39740,2010,65824,68371,10968,17424,9684,3368,17895,100388,15022,36350,9946,29339
310M100US39740,39740,2011,66641,69097,9077,17520,9208,2768,18603,96403,18121,25800,11175,29539
310M100US39740,39740,2012,68265,70074,11974,17157,9478,2641,17162,108115,13523,32255,11830,30049
310M200US39740,39740,2013,71525,74050,10065,18487,9234,2670,18000,111324,20244,44305,11640,31300
310M200US39740,39740,2014,69160,71196,12891,18901,9302,2443,18611,101841,14332,18304,12651,30618
310M200US39740,39740,2015,73796,77662,10626,18595,8950,2398,20140,114348,16861,22868,12174,33101
310M300US39740,39740,2016,76779,76740,17993,19191,9362,1871,19749,117101,23420,39035,12323,34566
3100000US39820,39820,2006,57756,56579,16656,13210,8271,5088,21165,93649,,33922,15132,23944
3100000US39820,39820,2007,57591,60523,12656,14057,9005,4891,20535,90643,8232,14490,18963,24784
3100000US39820,39820,2008,54930,53377,17112,14821,9764,5529,20128,85032,36412,15306,13534,23717
3100000US39820,39820,2009,58257,59968,13867,14960,7911,6222,24310,98299,13510,15183,12795,25135
310M100US39820,39820,2010,54134,54647,13410,17178,8668,6308,21397,90939,13548,17224,14062,23031
310M100US39820,39820,2011,54942,55646,12279,16455,9729,5656,23352,98295,14008,23356,12649,23430
310M100US39820,39820,2012,59410,60587,14276,16799,10502,4242,24010,95752,6786,16572,17017,25588
310M200US39820,39820,2013,54920,56477,15590,17168,9226,4811,23961,91698,15724,12600,11465,24819
310M200US39820,39820,2014,59773,60429,14779,18143,9128,4801,27515,96812,9670,17595,16874,26428
310M200US39820,39820,2015,62549,62695,23861,18553,10844,4273,25535,100445,28253,28786,20731,26367
310M300US39820,39820,2016,64293,64754,26074,18021,10287,4940,24354,106736,27123,20672,16682,28344
3100000US39900,39900,2006,66390,65870,14201,13975,7930,4493,25482,96092,20195,28690,15496,31346
3100000US39900,39900,2007,75885,70154,29259,14294,10318,2555,27891,107470,20010,25412,16108,36143
3100000US39900,39900,2008,76292,71820,26896,14843,6652,3390,23481,102498,14648,24935,14490,36646
3100000US39900,39900,2009,72572,69461,22376,15608,7866,2419,25127,106202,17859,33056,13731,33396
310M100US39900,39900,2010,69859,68482,19689,16197,9959,3916,28084,104193,12775,25242,12673,34006
310M100US39900,39900,2011,69805,68994,15339,16219,7852,3721,33989,106145,19875,24789,13820,33408
310M100US39900,39900,2012,66535,65381,26080,16567,8780,3670,25931,103158,19398,23115,12976,32818
310M200US39900,39900,2013,72995,72403,23880,17949,10637,3505,28970,109062,23402,25091,14656,35642
310M200US39900,39900,2014,70250,68545,22586,18079,10794,2797,28085,103287,22623,21118,15089,33963
310M200US39900,39900,2015,75135,72695,23381,18454,11010,2490,31592,117777,25925,30260,16383,36668
310M300US39900,39900,2016,81471,80684,26522,18478,9023,2240,31946,121050,17607,27633,16414,40143
3100000US39980,39980,2006,48092,49556,6892,13161,8667,2978,10517,73486,,,,19980
3100000US39980,39980,2007,50371,54042,9066,15028,7478,3193,11247,76775,15184,,20950,22236
3100000US39980,39980,2008,53424,52058,19173,14170,5034,2883,16452,82952,,,,
3100000US39980,39980,2009,49641,50095,7934,15707,6862,2060,13653,,,,,
310M100US39980,39980,2010,46859,50723,4092,15303,8657,1879,11726,84422,15574,28954,7348,20805
310M100US39980,39980,2011,49682,51442,7898,16794,10919,3449,13696,83829,,,,
310M100US39980,39980,2012,46434,49706,8983,16663,9884,2583,14051,75626,16188,,,
310M200US39980,39980,2013,47227,48457,8910,16197,8864,,24412,83267,18617,,,
310M200US39980,39980,2014,56461,57739,15934,18186,8988,2625,16708,96292,14039,,7440,23837
310M200US39980,39980,2015,62522,64121,22598,17812,7180,2158,16310,96442,17952,44040,3772,26019
310M300US39980,39980,2016,56553,57281,12747,18313,10096,3106,14768,89328,21779,17675,9065,23660
3100000US40060,40060,2006,69022,69371,11904,13832,7462,3171,19465,98846,18329,27694,16666,32397
3100000US40060,40060,2007,73080,72336,14290,14651,7190,2157,20281,107604,19395,27345,16098,34572
3100000US40060,40060,2008,77668,76355,17352,15355,7299,3068,22172,115026,19987,29294,18049,36748
3100000US40060,40060,2009,73039,71975,14378,15636,8658,3276,22500,108385,19314,29444,15521,34190
310M100US40060,40060,2010,74254,74009,13864,16817,9012,3642,22742,110132,19367,29012,14637,35311
310M100US40060,40060,2011,72867,73184,15564,17303,8826,3218,23229,113922,19552,27903,14593,34247
310M100US40060,40060,2012,74615,74952,14239,17214,8485,2578,23163,116661,19190,29187,16450,35496
310M200US40060,40060,2013,75966,76901,13697,18261,9569,2525,24270,119790,20180,35586,15655,35741
310M200US40060,40060,2014,80968,80295,16462,18525,9300,3024,24099,124236,21387,35203,18488,38556
310M200US40060,40060,2015,82209,81563,20020,18560,9965,2509,26331,133290,22153,32123,17931,39786
310M300US40060,40060,2016,85866,83721,24835,19311,9336,2786,26300,130923,24692,37923,21338,41040
3100000US40080,40080,2006,47095,47367,6257,12014,6588,3191,18376,71827,19062,,,
3100000US40080,40080,2007,49902,50972,10503,12954,5582,1994,18581,85952,15975,,7932,19779
3100000US40080,40080,2008,55289,58818,10711,13086,5148,1406,19878,86130,18363,,14388,21675
3100000US40080,40080,2009,51037,51256,6240,12953,7552,2576,20234,77245,12976,,,20603
310M100US40080,40080,2010,52324,53076,10423,15524,7212,1265,22058,84281,,,22094,21075
310M100US40080,40080,2011,50506,53611,5649,14846,7694,6006,18975,99330,14373,,4501,20352
310M100US40080,40080,2012,48539,50258,8131,15644,8162,4695,22304,79422,11374,,11688,18753
310M200US40080,40080,2013,56272,56838,11385,15145,9190,2151,20010,90512,10413,,17500,22749
310M200US40080,40080,2014,55523,55572,12789,16716,10333,2905,20253,93182,15911,44666,14242,22137
310M200US40080,40080,2015,55859,59131,11417,16465,8016,1411,18647,94919,15050,11698,13720,23237
310M300US40080,40080,2016,55993,55183,15097,17079,9115,2085,18931,102998,22079,21740,12592,21849
