GEOID,MSA,year,poor,poor_black,poor_indian,poor_asian,poor_hawaiian,poor_other,poor_mixed,poor_hispanic,poor_white
3100000US18580,18580,2007,18.6,30.7,,16.8,,23.6,1810,23.3,10.6
3100000US18580,18580,2008,17.3,28.5,,,,22.7,,21.6,10.4
3100000US18580,18580,2009,18.9,30.8,,,,21.7,919,23.9,10.6
310M100US18580,18580,2010,20.5,28.5,,,,13.6,29.7,25.9,11.7
310M100US18580,18580,2011,20,34.8,,,,27.3,18.4,25.3,10.4
310M100US18580,18580,2012,16.2,30.4,,22.1,,15.7,21.6,19.4,9.800000000000001
310M200US18580,18580,2013,17.3,15.4,,11.6,,26.9,20.3,21.4,10.9
310M200US18580,18580,2014,15.5,14.8,,14.3,,16.2,23.2,19.3,8.9
310M200US18580,18580,2015,19,27.6,,10.2,,15.6,,23.3,10.9
310M300US18580,18580,2016,15,26.8,,11.2,,18.2,16.6,17.8,8.9
3100000US18700,18700,2006,15.3,,,,,,,,14.4
3100000US18700,18700,2007,19.3,,,37.6,,,,,16.3
3100000US18700,18700,2008,18.5,,,26.8,,,,22.4,17
3100000US18700,18700,2009,20.1,,,,,,,32.1,18
310M100US18700,18700,2010,21.2,,,34,,,,,20.8
310M100US18700,18700,2011,25.4,,,,,,,25.3,22.6
310M100US18700,18700,2012,23.2,,,24.9,,,34.5,32.2,19.8
310M200US18700,18700,2013,23.1,,,,,,,,22.7
310M200US18700,18700,2014,20.4,,,43.6,,,,30.5,17.2
310M200US18700,18700,2015,20.1,,,53.7,,,,39.7,15.4
310M300US18700,18700,2016,20.5,,,42,,,,,17.3
310M100US18880,18880,2010,12.4,33.6,,,,,,,10.1
310M100US18880,18880,2011,14.9,24.6,,,,,29,29.8,11.8
310M100US18880,18880,2012,13.8,29.9,,5.2,,25.6,21.3,21.9,11.3
310M200US18880,18880,2013,15.7,20.6,,23.3,,39.8,,25.2,14.3
310M200US18880,18880,2014,13.3,18.5,,7.8,,23.8,20.6,19.6,12.1
310M200US18880,18880,2015,11.8,14.9,,,,,13.2,18.3,10.5
310M300US18880,18880,2016,10.5,15.7,,,,,8.199999999999999,13.5,9.699999999999999
3100000US18980,18980,2006,16.4,,,,,,,,16.2
3100000US18980,18980,2007,13.7,,,,,,,,13.1
3100000US18980,18980,2008,15.3,,,,,,,,14.4
3100000US18980,18980,2009,21.1,,,,,,,,19
310M100US18980,18980,2010,21.1,,,,,,,40.1,19.1
310M100US18980,18980,2011,18.5,,,,,,,,16.1
310M100US18980,18980,2012,19.7,,,,,,,,17
310M200US18980,18980,2013,15.5,,,,,,,,13.4
310M200US18980,18980,2014,17.4,,,,,,,,16.1
310M200US18980,18980,2015,22.1,,,,,,,,20.9
310M300US18980,18980,2016,14.2,,,,,,,,14.3
3100000US19060,19060,2006,16.1,,,,,,,,15.8
3100000US19060,19060,2007,15.1,37.2,,,,,,,14
3100000US19060,19060,2008,12.2,,,,,,,,11.5
3100000US19060,19060,2009,13.3,,,,,,,,13.3
310M100US19060,19060,2010,17.7,,,,,,,,17.1
310M100US19060,19060,2011,19.2,,,,,,,,17.6
310M100US19060,19060,2012,16.3,,,,,,,,14.8
310M200US19060,19060,2013,17.6,,,,,,,,16.9
310M200US19060,19060,2014,17.8,,,,,,,,17.1
310M200US19060,19060,2015,19.2,,,,,,,,18
310M300US19060,19060,2016,16.1,,,,,,,,14.9
3100000US19100,19100,2006,12.9,21.7,8.5,11.2,,20.4,12697,21.1,6.7
3100000US19100,19100,2007,12.7,21.9,12.3,10.3,,19,16545,21.1,6.2
3100000US19100,19100,2008,12.7,20.4,13.1,9.300000000000001,,20.3,19897,21.1,6.5
3100000US19100,19100,2009,14.5,22.6,12.9,11.7,,27.8,21861,25,6.8
310M100US19100,19100,2010,14.6,23.7,16.6,11,,27.6,16.3,23.7,7.3
310M100US19100,19100,2011,15.8,23.5,15.2,12.1,,28.7,17.6,26.5,7.8
310M100US19100,19100,2012,15,22.9,16.4,11.4,,26.6,17.3,24.1,7.7
310M200US19100,19100,2013,15,23.8,25.6,9.9,,26.1,15.4,23.8,7.7
310M200US19100,19100,2014,14.8,22.5,11,11.9,1512,26.5,17.4,23.5,7.7
310M200US19100,19100,2015,13.4,20.1,16.9,10.2,,20.3,14.3,21.4,6.8
310M300US19100,19100,2016,12.7,19,12.7,8.9,,18.7,12.9,19.6,7.1
3100000US19140,19140,2006,14,,,,,,,22.4,11.5
3100000US19140,19140,2007,20,,,,,33.3,,34.4,14.3
3100000US19140,19140,2008,14.2,,,,,,,21.4,12.4
3100000US19140,19140,2009,26.8,35.3,,,,56.4,,49,18.5
310M100US19140,19140,2010,21,29.8,,,,,43.3,36.5,14.8
310M100US19140,19140,2011,20,,,,,,,24.2,18.5
310M100US19140,19140,2012,21.6,20.6,,,,,,35.5,16.3
310M200US19140,19140,2013,21.8,,,,,,,30.7,17.3
310M200US19140,19140,2014,21.6,54.6,,,,37.3,,31.2,15.8
310M200US19140,19140,2015,15.2,,,,,,,18.8,13.4
310M300US19140,19140,2016,18.4,15.1,,,,,,24.2,15.2
3100000US19180,19180,2006,17.6,,,,,,,,11.8
3100000US19180,19180,2007,19.5,54.8,,,,,,,14.8
3100000US19180,19180,2008,12.3,34,,,,,,,9
3100000US19180,19180,2009,23.9,75.3,,,,,,,16.8
310M100US19180,19180,2010,21.4,68.90000000000001,,,,,,29.1,12.2
310M100US19180,19180,2011,19.7,53.9,,,,,,,13.5
310M100US19180,19180,2012,18.2,28.1,,,,,,,15.7
310M200US19180,19180,2013,19.3,47.6,,,,,,54.5,13.4
310M200US19180,19180,2014,18.7,46.4,,,,,,,13.1
310M200US19180,19180,2015,18.1,36.6,,,,,,,15.1
310M300US19180,19180,2016,20.9,54.9,,,,,,,15.9
3100000US19260,19260,2006,16.7,30.4,,,,,,,9.699999999999999
3100000US19260,19260,2007,16.1,31.9,,,,,,,8.1
3100000US19260,19260,2008,17.1,27.8,,,,,,,12.3
3100000US19260,19260,2009,21.2,40.7,,,,,,,10
310M100US19260,19260,2010,21.2,35.2,,,,,,39.6,13.3
310M100US19260,19260,2011,19.1,28.8,,,,,,,13.1
310M100US19260,19260,2012,17.7,24.8,,,,,,19.9,12.9
310M200US19260,19260,2013,18.2,22.2,,,,,,,15
310M200US19260,19260,2014,16.4,24.1,,,,,,,11.7
310M200US19260,19260,2015,20.1,29.7,,,,,,,15.4
310M300US19260,19260,2016,14.4,21.2,,,,,,,10.3
3100000US19300,19300,2006,10.8,,,,,,,,8.800000000000001
3100000US19300,19300,2007,10.3,28.7,,,,,,39.4,6.9
3100000US19300,19300,2008,9.1,38.8,,,,,,,5.7
3100000US19300,19300,2009,13.8,35.4,,,,,,42.7,10
310M100US19300,19300,2010,13.1,32.2,,,,,,40.1,9.199999999999999
310M100US19300,19300,2011,13.1,37.4,,,,,,,9.199999999999999
310M100US19300,19300,2012,14.1,30.5,,,,,,,10.8
310M200US19300,19300,2013,14.5,41.9,,,,,,9.6,11.2
310M200US19300,19300,2014,12.7,23.5,,,,,,,11.3
310M200US19300,19300,2015,12.8,24.6,,,,,,,11.4
310M300US19300,19300,2016,11.4,27.5,,,,,,,10.1
3100000US19340,19340,2006,12.4,39.5,,,,,,23.7,9.5
3100000US19340,19340,2007,11.4,34.4,,,,12,2855,17.6,8.699999999999999
3100000US19340,19340,2008,11.1,30.1,,,,26.3,1579,18.6,8.9
3100000US19340,19340,2009,10.7,31.1,,7,,,,11.1,9.199999999999999
310M100US19340,19340,2010,13.3,37.4,,,,14.9,27.2,19.2,10.5
310M100US19340,19340,2011,12.7,33.5,,14.3,,26.5,31,22.6,9.6
310M100US19340,19340,2012,11.7,31.9,,10,,8.699999999999999,28.6,17.8,8.800000000000001
310M200US19340,19340,2013,14.5,42.3,,27.9,,10.5,37.7,16.9,10.9
310M200US19340,19340,2014,13.5,30.3,,,,26.7,15.5,19.2,11.3
310M200US19340,19340,2015,11.9,30.5,,18.9,,15,21.5,11.2,9.9
310M300US19340,19340,2016,14.5,37.8,,17.2,,26.9,22.9,23.9,11
3100000US19380,19380,2006,13.2,30,,,,,,,10.2
3100000US19380,19380,2007,12.8,30.7,,5,,24,3235,22,9.4
3100000US19380,19380,2008,12.8,30,,1.8,,,2221,19.6,9.5
3100000US19380,19380,2009,14.7,33.9,,7.6,,,3575,25.6,11
310M100US19380,19380,2010,16.3,30.8,,14.2,,,21.1,25.8,13.3
310M100US19380,19380,2011,17.6,32.7,,11.2,,,51.7,38.3,13.6
310M100US19380,19380,2012,16.9,34,,6.5,,,32.8,32.8,13
310M200US19380,19380,2013,16.4,30.1,,16.5,,,26,26.9,13
310M200US19380,19380,2014,17.3,39,,5.6,,,32.5,30.7,12.2
310M200US19380,19380,2015,16.2,32.1,,12.7,,,28.3,43,11.7
310M300US19380,19380,2016,16.1,31.9,,18.9,,,24.8,25,12.2
3100000US19460,19460,2006,16.4,36.8,,,,,,,11.9
3100000US19460,19460,2007,14.9,25.2,,,,39.3,,39.8,12.2
3100000US19460,19460,2008,12.3,29.3,,,,,,47.8,7.5
3100000US19460,19460,2009,16.6,38.9,,,,,,40.1,12.2
310M100US19460,19460,2010,14.1,26.5,,,,,37.7,,11.1
310M100US19460,19460,2011,16.9,27.8,,,,,36,42.9,12.3
310M100US19460,19460,2012,17.7,34.4,,,,,,40.9,13.2
310M200US19460,19460,2013,17.5,34.8,,,,,,44.8,12.5
310M200US19460,19460,2014,14.1,24.7,,,,,,32.1,10.8
310M200US19460,19460,2015,17.3,40,,,,,24.3,37.9,12.1
310M300US19460,19460,2016,16.2,23.8,,,,61.1,,38,12.7
3100000US19500,19500,2006,17.1,,,,,,,,11
3100000US19500,19500,2007,16.1,34.4,,,,,,,12.6
3100000US19500,19500,2008,12.1,35.8,,,,,,,7.4
3100000US19500,19500,2009,14.7,38.5,,,,,,,9.6
310M100US19500,19500,2010,18.3,42.6,,,,,,,13.1
310M100US19500,19500,2011,13.9,28.1,,,,,,,9.9
310M100US19500,19500,2012,23.3,50,,,,,59.2,,16.4
310M200US19500,19500,2013,18.3,45.3,,,,,27.1,,12.8
310M200US19500,19500,2014,15.4,34.3,,,,,33.4,,11
310M200US19500,19500,2015,18.3,39.5,,,,,34.2,,13.5
310M300US19500,19500,2016,17.2,36.6,,,,,42,,11.3
3100000US19660,19660,2006,12.8,28.6,,,,,,17,10.2
3100000US19660,19660,2007,14.5,33.7,,20.7,,11.4,3051,25.7,10
3100000US19660,19660,2008,12.5,27.4,,14.5,,27.6,,21.1,9.6
3100000US19660,19660,2009,15.1,32.8,,7.2,,20.8,,19.2,12.4
310M100US19660,19660,2010,16.3,37.7,,12.8,,25,19.3,22.8,12.6
310M100US19660,19660,2011,17.1,39.1,,,,35.2,32.8,29.8,12.3
310M100US19660,19660,2012,19.8,38.2,,18.5,,40.2,41.6,27.8,15.6
310M200US19660,19660,2013,16.2,23.3,,16.2,,18.9,28.1,19.2,14.6
310M200US19660,19660,2014,16.4,29.2,,20.8,,26.6,30.6,28.2,12.4
310M200US19660,19660,2015,15.3,29.3,,24.8,,33.9,14.4,24.3,11.6
310M300US19660,19660,2016,13.5,21.5,,8.1,,25.8,20.2,20.7,11.4
3100000US19740,19740,2006,11.5,25.4,,10,,21.1,8077,23.6,6.4
3100000US19740,19740,2007,11.5,23.4,19.6,11.5,,21.5,7020,24,6.4
3100000US19740,19740,2008,11.3,23.9,19.6,8.699999999999999,,23.5,8190,23.4,6.3
3100000US19740,19740,2009,12,27,20.5,9.300000000000001,,22.1,10335,24.9,6.6
310M100US19740,19740,2010,12.5,26.7,23.8,9.1,,28.9,13.3,25.1,7.3
310M100US19740,19740,2011,12.8,27.8,26.6,11.7,946,27,19,23.5,7.8
310M100US19740,19740,2012,12.7,31.2,31.2,12,,26.8,13.3,23.1,7.5
310M200US19740,19740,2013,12.1,25.2,22.4,10.9,,28,13.6,22.7,7.4
310M200US19740,19740,2014,10.8,22.4,21.7,10.2,,19.2,11.8,19.3,6.7
310M200US19740,19740,2015,10.3,20.2,21.4,14.8,,17.8,9.4,18.5,6.2
310M300US19740,19740,2016,9.4,19.3,16.1,9.6,,13.1,11.4,16.7,5.9
3100000US19780,19780,2006,9.1,,,,,,,26,7.4
3100000US19780,19780,2007,8.699999999999999,26.5,,7.5,,20.4,1904,25.8,6.6
3100000US19780,19780,2008,9.199999999999999,39.9,,10.4,,,1165,19.3,6.9
3100000US19780,19780,2009,10.1,30.9,,5.6,,,3161,24.4,8
310M100US19780,19780,2010,9.9,36.1,,10.7,,26,38,22.7,6.9
310M100US19780,19780,2011,11.1,41,,9.199999999999999,,34.7,31.6,32.3,7.7
310M100US19780,19780,2012,12.3,41.7,,14.8,,15.3,18.6,23.8,9.4
310M200US19780,19780,2013,11,32.9,,14,,37.3,25.9,23.7,8.1
310M200US19780,19780,2014,12,30.9,,19.5,,,21,22.9,9.300000000000001
310M200US19780,19780,2015,10.7,34.1,,13.8,,,14.4,25.5,7.6
310M300US19780,19780,2016,9.5,25,,8.199999999999999,,24.7,19.7,24.6,7.1
3100000US19820,19820,2006,12.9,27.8,,7,,22,13527,20.5,7.7
3100000US19820,19820,2007,13.9,29.6,16.9,9.699999999999999,,27.5,17022,23,8.300000000000001
3100000US19820,19820,2008,13.9,28.1,23.8,10.3,,31.8,17239,24.6,8.6
3100000US19820,19820,2009,16.2,33.3,20.7,14.7,,24.4,16840,26.5,10
310M100US19820,19820,2010,16.6,32,27,11,,25.1,24.1,28.6,10.8
310M100US19820,19820,2011,18,35.4,18.9,12.9,,31.8,27.6,28.2,11.6
310M100US19820,19820,2012,17.4,35.4,24.9,10.4,,36.3,24.9,27.1,11
310M200US19820,19820,2013,16.9,33.1,32.7,10.4,,31.4,25.6,23.4,11.2
310M200US19820,19820,2014,16.1,31.4,17.5,13,,17.8,26.7,23,10.5
310M200US19820,19820,2015,16.1,31.6,22.7,12.6,,28.7,22.2,25.1,10.4
310M300US19820,19820,2016,14.9,27.7,20.7,13.9,,25.7,21.7,20.9,10
3100000US20020,20020,2006,16.3,34.8,,,,,,,10.4
3100000US20020,20020,2007,16.5,29.5,,,,,,14.2,12.4
3100000US20020,20020,2008,14.8,30.5,,,,,,29.7,9.1
3100000US20020,20020,2009,17.1,32.6,,,,,654,28.1,12.3
310M100US20020,20020,2010,17.1,33,,,,,,33.2,11
310M100US20020,20020,2011,18.7,36.5,,,,51.5,23.2,39,12.2
310M100US20020,20020,2012,19.9,37.6,,,,,22.4,44.4,12.8
310M200US20020,20020,2013,18.3,31.3,,,,,52.2,42.5,12.3
310M200US20020,20020,2014,20.2,32.3,,,,,26.4,24.2,16.4
310M200US20020,20020,2015,17.9,32.2,,,,,33.2,28.9,11.9
310M300US20020,20020,2016,19.5,34.6,,,,,29.2,25.9,14.1
3100000US20100,20100,2006,13.9,26.1,,,,,,,9.699999999999999
3100000US20100,20100,2007,12.6,19.2,,,,,,45,9.4
3100000US20100,20100,2008,9.5,21.4,,,,,,18,5.6
3100000US20100,20100,2009,13.9,21.1,,,,,,15.3,12.1
310M100US20100,20100,2010,11.2,18.9,,,,,,,9.300000000000001
310M100US20100,20100,2011,14.4,17.5,,,,,,,11.6
310M100US20100,20100,2012,11.9,19.6,,,,,,7.6,9.1
310M200US20100,20100,2013,12.4,18.1,,,,,,27.8,9.6
310M200US20100,20100,2014,13.4,15.7,,,,,20,24.6,10.7
310M200US20100,20100,2015,14.6,19.3,,,,,39,27.5,9.9
310M300US20100,20100,2016,13.8,16.2,,,,,28.8,31.3,10.6
3100000US20180,20180,2006,12.5,,,,,,,,12.6
3100000US20180,20180,2007,15.8,,,,,,,,15.6
3100000US20180,20180,2008,16.1,,,,,,,,15.6
3100000US20180,20180,2009,12.9,,,,,,,,12.9
310M100US20180,20180,2010,16.4,,,,,,,,13.7
310M100US20180,20180,2011,14.1,,,,,,,,13.7
310M100US20180,20180,2012,13.7,,,,,,,,13.1
310M200US20180,20180,2013,16.4,,,,,,,,16.1
310M200US20180,20180,2014,16.5,,,,,,,,16.1
310M200US20180,20180,2015,17.1,,,,,,,,15.9
310M300US20180,20180,2016,13.2,,,,,,,,12.2
3100000US20220,20220,2006,10.7,,,,,,,,10
3100000US20220,20220,2007,7.6,,,,,,,,5.8
3100000US20220,20220,2008,10.4,,,,,,,,8.300000000000001
3100000US20220,20220,2009,8.6,,,,,,,,7.6
310M100US20220,20220,2010,10.1,,,,,,,,8
310M100US20220,20220,2011,9.199999999999999,,,,,,,,7.5
310M100US20220,20220,2012,12.5,,,,,,23,47.4,11.5
310M200US20220,20220,2013,13.7,,,,,,,,10.9
310M200US20220,20220,2014,12.2,,,,,,,34.4,11
310M200US20220,20220,2015,12.9,,,,,,,,9.9
310M300US20220,20220,2016,10.6,57.7,,,,,,,8.300000000000001
3100000US20260,20260,2006,12.4,,,,,,,,11.4
3100000US20260,20260,2007,14.5,,31.8,36.3,,,1664,,13.1
3100000US20260,20260,2008,13.3,,37.7,,,,1025,24.3,12.2
3100000US20260,20260,2009,15.2,,49.4,18.7,,,959,,13.9
310M100US20260,20260,2010,16.2,,45,,,,37.5,,14
310M100US20260,20260,2011,16.6,50.9,33.8,29.3,,,34,28.8,15.1
310M100US20260,20260,2012,15.3,61.1,35,42.5,,,40.6,12.1,13.4
310M200US20260,20260,2013,17,55.2,40.3,,,,31.7,36.1,15
310M200US20260,20260,2014,16.2,,43.6,,,,37.4,,14.1
310M200US20260,20260,2015,13.5,,28.6,,,,25.7,35.2,11.7
310M300US20260,20260,2016,14.4,43.1,39.1,,,,31.3,17.4,12.7
3100000US20380,20380,2006,17,29.1,,,,,,,12
3100000US20380,20380,2007,17.6,30.4,,,,26.9,641,28.1,11.5
3100000US20380,20380,2008,13.9,24.3,,,,,1347,24.2,8.800000000000001
3100000US20380,20380,2009,17.7,22,,,,,,22.8,15
310M100US20380,20380,2010,15.6,35.1,,,,,,,8.699999999999999
310M100US20380,20380,2011,17.9,15.7,,,,,,37.2,14.1
310M100US20380,20380,2012,18.7,32.9,,,,27.6,36.7,24.9,11.5
310M200US20380,20380,2013,18.1,22.8,,,,31.6,,32.6,14.2
310M200US20380,20380,2014,21.1,30.1,,,,,42.7,40.2,14.3
310M200US20380,20380,2015,17.8,29.3,,,,36.5,,33.8,11.4
310M300US20380,20380,2016,16,26.2,,,,18.7,16.8,19.6,11.7
3100000US20500,20500,2006,15.1,23,,,,26.9,,23.5,9.699999999999999
3100000US20500,20500,2007,15.7,22.1,,29.6,,27.2,,22.9,10.4
3100000US20500,20500,2008,13.1,20.4,,10.9,,32.2,,29.1,7.5
3100000US20500,20500,2009,16,23,,19.2,,36.6,2312,34.9,8.9
310M100US20500,20500,2010,18.9,26.3,,16,,25.9,36.7,33.9,11.9
310M100US20500,20500,2011,18.4,28.9,,9.300000000000001,,31.8,31,37.5,9.699999999999999
310M100US20500,20500,2012,17.9,25.5,,9.5,,27.3,22.1,38,10.6
310M200US20500,20500,2013,16.9,20.6,,18.9,,28.1,24.9,37.4,10.7
310M200US20500,20500,2014,16.3,22,,12.4,,28.1,26.7,29.4,11.2
310M200US20500,20500,2015,15.9,22.9,,17.3,,26.2,18.9,31.2,9.6
310M300US20500,20500,2016,14.9,23.8,,16.5,,27.5,18.9,20.5,9.199999999999999
3100000US20620,20620,2006,17.2,,,,,,,,16.6
3100000US20620,20620,2007,15.4,,,,,,,,14
3100000US20620,20620,2008,13.6,,,,,,,,13.5
3100000US20620,20620,2009,16.5,,,,,,,,16.5
310M100US20620,20620,2010,18.2,,,,,,,,18
310M100US20620,20620,2011,16.8,,,,,,,,16
310M100US20620,20620,2012,15.1,,,,,,,,14.7
3100000US20700,20700,2006,10.6,,,,,,,,9.800000000000001
3100000US20700,20700,2007,8.699999999999999,8.9,,,,,,10.9,8.300000000000001
3100000US20700,20700,2008,10,4.3,,,,,,16.2,9.800000000000001
3100000US20700,20700,2009,9.4,11.4,,,,,,14.3,7.5
310M100US20700,20700,2010,13.6,20.4,,,,,,19.7,12.3
310M100US20700,20700,2011,14.8,8.1,,,,,,23.4,14.1
310M100US20700,20700,2012,13.8,6.9,,,,,,24.3,12.9
310M200US20700,20700,2013,10.8,13.9,,,,,,14.5,10
310M200US20700,20700,2014,13.4,20,,,,,,21.7,10.7
310M200US20700,20700,2015,12.5,14.3,,,,,,21.5,10.7
310M300US20700,20700,2016,11.4,13,,,,,,12.6,10.1
3100000US20740,20740,2006,12.4,,,,,,,,10.9
3100000US20740,20740,2007,11.6,,,,,,,,11.7
3100000US20740,20740,2008,11,,,,,,,,9.9
3100000US20740,20740,2009,14.3,,,,,,,,13.5
310M100US20740,20740,2010,15.4,,,32.9,,,,,13.8
310M100US20740,20740,2011,12.4,,,,,,,,12.1
310M100US20740,20740,2012,13.8,,,29.6,,,,,13.3
310M200US20740,20740,2013,12,,,,,,,,12.1
310M200US20740,20740,2014,12.6,,,27.9,,,,,11.1
310M200US20740,20740,2015,12.5,,,,,,,58.7,10.6
310M300US20740,20740,2016,13.3,,,,,,,40.2,11.9
3100000US20940,20940,2006,18.1,,,,,17.5,,19.5,
3100000US20940,20940,2007,21.6,,,,,22.6,,23.7,10
3100000US20940,20940,2008,22.9,,,,,8.5,,24.1,14.6
3100000US20940,20940,2009,22.8,,,,,25,,25.5,9.199999999999999
310M100US20940,20940,2010,21.5,,,,,25.1,37.8,24.4,8.9
310M100US20940,20940,2011,26.8,32.5,41.5,,,33.1,53.4,29.5,11.2
310M100US20940,20940,2012,22.7,,,,,16.3,17.3,24.1,12.4
310M200US20940,20940,2013,22.1,,48.5,,,36.3,11.6,23.8,15.6
310M200US20940,20940,2014,23.7,,,,,35.7,23.6,25.2,15
310M200US20940,20940,2015,25.1,,40.9,,,22.9,21.8,27.1,10.2
310M300US20940,20940,2016,24.6,,,,,26.3,,26.2,18.1
310M100US21020,21020,2012,11.8,23.4,,,,,,,6.2
310M200US21020,21020,2013,21.5,37.9,,,,,,,12.8
310M200US21020,21020,2014,15.1,25.2,,,,,,,11.4
310M200US21020,21020,2015,16.8,16.8,,,,,,,15.5
310M300US21020,21020,2016,12.5,24.4,,,,,,,7.4
3100000US21060,21060,2006,11,,,,,,,,10.4
3100000US21060,21060,2007,10.3,18.4,,,,,,,9.6
3100000US21060,21060,2008,13.2,19.6,,,,,,,12.4
3100000US21060,21060,2009,15.2,23.2,,,,,,,14.2
310M100US21060,21060,2010,16.7,38.6,,,,,28,40.8,12.6
310M100US21060,21060,2011,15.6,21.2,,,,,,24.4,14.1
310M100US21060,21060,2012,15.1,22.5,,,,,25,,14.3
310M200US21060,21060,2013,15.8,10,,,,,48.3,24.8,14.7
310M200US21060,21060,2014,13.3,14.6,,,,,,,13.8
310M200US21060,21060,2015,15.7,26.7,,,,,31.6,,13
310M300US21060,21060,2016,14.5,19.6,,,,,,32.6,13.1
3100000US21140,21140,2006,10.6,,,,,,,,7.7
3100000US21140,21140,2007,11.6,29.2,,,,24.2,,19.3,8.699999999999999
3100000US21140,21140,2008,13.8,29.9,,,,,1739,28.6,9.6
3100000US21140,21140,2009,14.9,48,,,,13.9,,27.6,10
310M100US21140,21140,2010,17.5,50.7,,,,,,37.9,11.2
310M100US21140,21140,2011,20.6,60.3,,,,41.9,,48.2,12.8
310M100US21140,21140,2012,15.4,29.9,,,,,23.2,27.3,12
310M200US21140,21140,2013,16.2,36.7,,,,41.8,26.9,26.9,12.1
310M200US21140,21140,2014,14.3,40.9,,,,,35.1,28.6,9
310M200US21140,21140,2015,15.1,36.6,,,,,,40.5,8.199999999999999
310M300US21140,21140,2016,14.3,32.8,,,,,32,25.9,10.1
3100000US21300,21300,2006,14.2,,,,,,,,13.2
3100000US21300,21300,2007,16.6,,,,,,,,15.1
3100000US21300,21300,2008,16.7,,,,,,,,15.4
3100000US21300,21300,2009,16.1,,,,,,,,15
310M100US21300,21300,2010,14.8,,,,,,,,14.1
310M100US21300,21300,2011,16,,,,,,,,14.5
310M100US21300,21300,2012,14.6,,,,,,,,12.7
310M200US21300,21300,2013,17.1,58.9,,,,,,,13.5
310M200US21300,21300,2014,18.7,,,,,,,,15.8
310M200US21300,21300,2015,13.9,32.9,,,,,,,11.6
310M300US21300,21300,2016,13.9,,,,,,,,13.1
3100000US21340,21340,2006,27.7,,,,,26.3,3595,31.4,9.699999999999999
3100000US21340,21340,2007,28.7,14.8,,,,30.4,3886,32.6,9.800000000000001
3100000US21340,21340,2008,25.5,19.5,,11,,21.7,3356,28.1,11.7
3100000US21340,21340,2009,23.7,17.8,19,20.7,,27.9,4659,26.5,8.9
310M100US21340,21340,2010,24.3,16.4,20.2,14.5,,40.1,22.3,27.3,7.9
310M100US21340,21340,2011,24.7,17.4,18.8,16.4,,35.8,24.3,28,8.4
310M100US21340,21340,2012,24,19.5,33.3,15,,32,17.9,27,8.9
310M200US21340,21340,2013,22.6,12.6,,,,29.8,16.2,25,11.7
310M200US21340,21340,2014,23.4,15.6,31.2,11.1,,34.8,13.7,26.2,9.699999999999999
310M200US21340,21340,2015,20.1,12.7,,10.8,,31.4,17.5,22.5,7.8
310M300US21340,21340,2016,22.8,13.9,22.3,4.1,,30.2,11.7,25.5,10.2
310M300US21420,21420,2016,14,,,,,,,34.3,10.1
3100000US21460,21460,2006,14.7,33.1,,,,,,,10.5
3100000US21460,21460,2007,18.2,36.9,,,,,,,13.1
3100000US21460,21460,2008,14.3,30.2,,,,,,20,10
3100000US21460,21460,2009,15,37.8,,,,,,,9.4
310M100US21460,21460,2010,20.9,38.5,,,,,38.5,34.5,14.2
310M100US21460,21460,2011,18.3,34.8,,,,,,30.1,11.8
310M100US21460,21460,2012,17.2,33.4,,,,,22.9,26.3,11.8
3100000US21500,21500,2006,16.5,47.8,,,,,,,13.5
3100000US21500,21500,2007,14.5,34.4,,,,,3319,43.1,11.6
3100000US21500,21500,2008,14.5,46,,21.7,,,1348,24.5,11.9
3100000US21500,21500,2009,15.8,31.6,,,,,1318,42.5,14
310M100US21500,21500,2010,17.4,44.7,,,,,41.6,31.6,14.2
310M100US21500,21500,2011,16.4,40,,38,,,39.1,42,12.9
310M100US21500,21500,2012,15.8,43.4,,,,,32.8,38.5,12
310M200US21500,21500,2013,18.3,37.9,,40.8,,,39.6,46.6,14.8
310M200US21500,21500,2014,16.3,27.3,,20.6,,,44.2,39.8,13.6
310M200US21500,21500,2015,17.5,37.2,,36,,,33.4,47.3,14.1
310M300US21500,21500,2016,15.9,46.7,,,,,32.1,44.9,11.9
3100000US21660,21660,2006,15.9,,,,,,,28.3,14.8
3100000US21660,21660,2007,14.3,,21.1,20.3,,26.4,2067,23.1,13.2
3100000US21660,21660,2008,15.8,,,33.2,,,2770,29.3,14.1
3100000US21660,21660,2009,17.4,,,35.7,,,1982,15,16.8
310M100US21660,21660,2010,19.3,,,27.5,,,36.3,20.8,17.8
310M100US21660,21660,2011,21.4,,,33.5,,36.4,25.1,34.6,19.5
310M100US21660,21660,2012,22.5,,39.9,38.8,,27.7,32.7,32.1,20
310M200US21660,21660,2013,21.5,,,42.8,,41.5,28.7,30.1,19.8
310M200US21660,21660,2014,18.4,,,27.7,,15.8,34.5,14.2,17.7
310M200US21660,21660,2015,19.4,43.7,,32,,17.8,27.1,32.1,17
310M300US21660,21660,2016,19,,42.3,27.8,,,26.3,22.7,17.3
3100000US21700,21700,2006,17.9,,,,,,,,16.2
3100000US21700,21700,2007,16.7,,18.5,,,,1705,16.9,15.7
3100000US21700,21700,2008,20.5,,30.9,,,,1959,17.4,19.7
3100000US21700,21700,2009,19.2,,20.8,,,,1020,22.4,18.8
310M100US21700,21700,2010,17.7,,22,,,,25.5,33.8,13.3
310M100US21700,21700,2011,21.7,,39.9,,,,19.3,18.5,20.2
310M100US21700,21700,2012,22.6,,37.7,41,,,31.9,31.4,19.8
