GEOID,MSA,year,income10lo,income10_15,income15_25,income25_35,income35_50,income50_75,income75_100,income100_150,income150_200,income200up,income_median,income_mean
310M100US45860,45860,2010,4.8,3.3,8.300000000000001,9,12.8,18.1,14.5,18.6,5.1,5.4,66307,81812
310M100US45860,45860,2011,5.9,2.5,9.699999999999999,7,11.8,16.4,13.6,18,7.8,7.1,69097,94185
310M100US45860,45860,2012,4,3.8,7.5,7.6,13.1,18.9,14.2,19.3,6.6,5,67658,84669
310M200US45860,45860,2013,4.4,2.5,8.6,7.4,11.7,17.9,15.4,17.4,8.5,6.1,70981,90110
310M200US45860,45860,2014,4.7,2.4,7.6,6.1,10.9,19.5,16.2,18.7,8.199999999999999,5.8,73756,91128
310M200US45860,45860,2015,3.8,3.7,8.300000000000001,7.7,11.1,18.7,12.4,18.3,8.699999999999999,7.5,70667,96772
310M300US45860,45860,2016,2.7,2.9,7.3,8.800000000000001,11.6,15.6,14.3,19.7,7.8,9.199999999999999,76993,100472
3100000US45900,45900,2006,6.1,4.2,10.8,13.9,18.6,23.5,11.2,7.7,2,2,46939,58976
3100000US45900,45900,2007,5.1,6.7,12.5,14,16.2,20.9,9.9,9.5,2.6,2.7,45500,62790
3100000US45900,45900,2008,5,5.2,12.6,12.2,17.4,22.3,10.6,9.4,2.9,2.5,46859,61740
3100000US45900,45900,2009,5.1,5,10.9,15.1,15.6,21.9,13.6,9.800000000000001,1.5,1.5,48020,58038
310M100US45900,45900,2010,5,6.9,12.7,11.4,17.3,18.3,11.5,10.4,2.6,3.8,46807,66382
310M100US45900,45900,2011,6.1,6.5,14,10.3,17.1,21.4,8.4,10.9,2.9,2.5,45627,61709
310M100US45900,45900,2012,6.7,5.7,12,9.699999999999999,16.7,23.3,12,8.9,1.9,3.1,49431,62516
310M200US45900,45900,2013,4.4,5.6,11.5,13.3,16,21.9,12.4,9.9,2.1,3.1,49270,64059
310M200US45900,45900,2014,4.5,4.9,10.1,11.8,14.8,23.2,12.7,12.6,2,3.4,54856,72004
310M200US45900,45900,2015,5.1,3.4,11.4,11.1,15.9,20.8,11.8,13.5,3.1,3.9,53226,72233
310M300US45900,45900,2016,5.2,3.7,10.9,8.800000000000001,15.4,20.2,14.6,12.2,3.7,5.3,56196,77051
3100000US45940,45940,2006,5.6,5.2,7,8.9,11.6,18,13,16,7.8,6.8,65305,92038
3100000US45940,45940,2007,5.1,4.5,6.8,9,10.3,16.7,13.2,16.9,8.199999999999999,9.300000000000001,70258,95489
3100000US45940,45940,2008,5.4,3.8,7.8,7,10,16.6,13.1,16.7,9.1,10.4,73800,100657
3100000US45940,45940,2009,6.8,3.4,8.300000000000001,6.7,10.4,16.2,14.5,15.7,8,9.9,71650,99855
310M100US45940,45940,2010,5.6,4.2,8.1,8.5,9.9,16.4,11.9,17.4,8.4,9.6,70956,95784
310M100US45940,45940,2011,6.4,3.7,8.1,6,11.3,15,13.6,16.5,8.9,10.4,73890,99943
310M100US45940,45940,2012,6.9,3,7.9,9.1,9.800000000000001,17.1,11.3,16,8.699999999999999,10.2,67991,99659
310M200US45940,45940,2013,6,4.7,8.199999999999999,6.7,9.699999999999999,18.2,12.1,14.9,8.800000000000001,10.6,70857,99334
310M200US45940,45940,2014,6.6,3.8,7.4,6.8,9.699999999999999,15.7,12.1,17.2,8.4,12.3,74961,105163
310M200US45940,45940,2015,5.7,3.1,8.300000000000001,7.6,10.6,15.9,12.6,15.6,8.5,12,72417,103099
310M300US45940,45940,2016,5.7,3.6,7.9,7.4,8,15.7,12.5,17.1,8.6,13.4,77650,111623
3100000US46020,46020,2006,4,5.9,10.2,11.4,17.8,19.4,11,12.6,4.4,3.3,50675,67350
3100000US46020,46020,2007,3.8,5.2,7.6,10.7,14.7,22.4,13.6,14.9,4.1,2.9,59150,71125
3100000US46020,46020,2008,4.6,7,9,10.2,17.1,18.8,12.2,15.2,3.5,2.4,53195,67145
3100000US46020,46020,2009,5.3,4.6,11.1,9.4,13.4,18,14.9,12.9,5.5,4.9,57884,74932
310M100US46020,46020,2010,5.9,7,11.3,9.199999999999999,13,19,13.4,13.9,4.3,3,54456,66453
310M100US46020,46020,2011,5.3,5.3,11.4,9.6,15.4,16.6,14.9,11.5,4.9,5.2,54080,73202
310M100US46020,46020,2012,2.5,4.1,8.800000000000001,13.7,17.3,17.4,10.9,16.4,5.3,3.5,53768,75255
310M200US46020,46020,2013,3.4,6.7,11.2,11.4,12.7,19,10.8,14.9,6.5,3.2,54851,73621
310M200US46020,46020,2014,3.9,4.3,9.5,11.2,14.7,17.9,14.3,13.9,5.3,5.1,56917,77644
310M200US46020,46020,2015,7,6.5,9.9,9.9,13.8,14.6,14.6,13.6,6.4,3.8,54177,71886
310M300US46020,46020,2016,6.4,3.5,8.9,9.4,13.6,17.1,13,15,5.2,7.7,59022,85575
3100000US46060,46060,2006,8,6.5,13.7,12.2,16,18.8,10.4,9.300000000000001,2.8,2.3,42984,58526
3100000US46060,46060,2007,8.199999999999999,6.3,12.5,13.3,15.4,18.1,10.7,9.6,3.2,2.8,43546,59967
3100000US46060,46060,2008,7.9,5.8,13.4,11.6,14.3,18.6,11.7,10.5,3.1,3.1,46599,62338
3100000US46060,46060,2009,9.4,6.5,12.5,12.5,15.3,17.3,11.2,10,2.6,2.6,43137,59229
310M100US46060,46060,2010,8.800000000000001,6.6,12.2,12.3,15.3,18.3,11.1,10.2,2.7,2.5,44274,59468
310M100US46060,46060,2011,9.4,6.8,13.1,11.6,14,18.2,10.7,10.2,3.1,2.8,44112,60742
310M100US46060,46060,2012,9,6.8,12.2,11.9,14.3,18.2,10.6,10.8,3.2,3,44762,61731
310M200US46060,46060,2013,8.6,6.5,13.7,11.6,15.4,17.2,10.5,10.2,3.4,2.8,43824,61719
310M200US46060,46060,2014,7.9,6.6,12.4,11.9,14.8,17.9,11.3,10.2,3.6,3.5,45856,64136
310M200US46060,46060,2015,8.300000000000001,5.5,12.5,11.4,14.7,18.5,12.1,10.2,3.6,3.2,47099,64613
310M300US46060,46060,2016,8,5.9,12.1,10.5,15.2,18.1,11.4,10.8,4.3,3.6,47560,65881
3100000US46100,46100,2006,12.2,6.8,13.9,12.2,17.4,18.8,9.300000000000001,5.7,2.7,.8,38067,49807
3100000US46100,46100,2007,8.5,7.5,14,14.1,16.3,20.5,9.6,7.4,.8,1.2,39541,51189
3100000US46100,46100,2008,10.1,8.1,15.1,13.3,14.6,18.6,10.5,5.6,2.4,1.6,38350,50621
3100000US46100,46100,2009,9.5,8.9,14,11.8,15.7,18.9,12.2,6.7,1.8,.6,39689,48925
310M100US46100,46100,2010,10.8,7.7,17.3,10.8,15.4,19.2,9.4,6.6,1.1,1.8,37439,50716
310M100US46100,46100,2011,10.6,12.3,11.8,15.6,14.5,15.2,11.1,6,1.6,1.5,34874,48530
310M100US46100,46100,2012,10,6.9,13.7,14.5,13.6,22.5,9.699999999999999,6.2,1.7,1.2,40550,49334
310M200US46100,46100,2013,8.800000000000001,9.199999999999999,14.6,11.7,14.5,22.1,8.199999999999999,7.4,1.1,2.3,42304,57040
310M200US46100,46100,2014,6.3,5.9,14.8,9.9,19.7,19.7,11.8,7.4,2.5,2.2,44819,56857
310M200US46100,46100,2015,7.9,5.3,12.2,10.6,18.3,18.6,12.3,9.5,3.3,2.1,45964,59292
310M300US46100,46100,2016,5,5.7,12.6,9.4,19.2,22,8.9,10.9,3.6,2.8,48449,65719
3100000US46140,46140,2006,9.699999999999999,7,13.1,12.6,15.7,17.3,11.7,8.300000000000001,2.1,2.5,41649,56314
3100000US46140,46140,2007,8,6.3,12.3,11.6,15.5,19.2,11.1,10.6,2.8,2.6,45670,62091
3100000US46140,46140,2008,7.5,6,11.5,11.7,16.3,18.9,12,10.3,2.8,3.2,47067,63447
3100000US46140,46140,2009,7.7,5.8,11.8,12.4,15.9,19.2,11.4,9.9,3.1,2.8,46412,62747
310M100US46140,46140,2010,7.7,6.3,12.7,12.2,15.3,19.1,11.5,9.4,3,2.9,44519,60967
310M100US46140,46140,2011,8.4,6,12.1,11.8,15.3,18.2,11.1,11.3,3,2.8,46093,63247
310M100US46140,46140,2012,7.4,6.2,12,11.2,15,19.6,11.5,10.3,3.5,3.2,47969,64395
310M200US46140,46140,2013,7.6,5.8,11.4,10.9,15.5,19.4,11.4,10.9,3.8,3.2,48327,65987
310M200US46140,46140,2014,6.7,5.5,10.9,11,15.1,19.5,12.5,11.4,3.8,3.6,50740,68277
310M200US46140,46140,2015,7.6,4.8,11.3,10.4,14.4,18.9,12,12.2,4.3,4.3,51352,70968
310M300US46140,46140,2016,7.5,5,10.8,10.6,14.5,18.4,11.3,13.3,4.5,4.2,51623,70843
3100000US46180,46180,2006,10.9,8.1,17.1,14.1,13.4,15.2,11.6,6.7,1.2,1.7,34842,49653
3100000US46180,46180,2007,10.1,7.3,15.7,11.1,17.5,20.8,8.9,4.4,1,3.3,40395,54974
3100000US46180,46180,2008,11.2,7.2,12.6,13.7,18.1,18.4,9.699999999999999,5.4,2,1.8,38660,51076
3100000US46180,46180,2009,10.9,8.6,16.1,12.5,15,16.1,11.4,6.2,1.8,1.4,36316,49796
310M100US46180,46180,2010,9.699999999999999,7.2,14.3,14.3,15,21.2,9.800000000000001,5.6,1.2,1.6,38154,50866
310M100US46180,46180,2011,9.300000000000001,10.8,12.1,11.9,15.1,20,10.3,8.1,1.3,1.1,39381,49435
310M100US46180,46180,2012,11.1,6.9,15.1,12.2,15.3,17.6,10.9,8.300000000000001,1.1,1.3,39144,51522
310M200US46180,46180,2013,9.699999999999999,7.4,12.4,10.7,15.9,20.3,11.5,8.5,2.3,1.2,41990,55986
310M200US46180,46180,2014,10.1,7.2,12.7,11.6,17.2,16.7,11.5,8.800000000000001,1.1,3.2,41319,58559
310M200US46180,46180,2015,8.300000000000001,7.5,16.1,16.2,12.8,16.9,11.4,7,1.5,2.2,36999,52705
310M300US46180,46180,2016,9,8.6,12.7,13.8,14.5,18.6,8.6,9.199999999999999,3.3,1.6,40384,54865
3100000US46220,46220,2006,17.3,6.9,15,10.4,13.5,14.8,9.5,8,2,2.8,35495,52571
3100000US46220,46220,2007,13.2,8.5,12,10.8,15,17.8,11.5,7.8,1.6,1.7,39020,53067
3100000US46220,46220,2008,14.3,6.1,13.2,11.2,13.6,18.2,9.9,9.5,2.1,2,40402,55296
3100000US46220,46220,2009,13.8,7.9,12.5,10.7,15.5,17.8,9.1,8.699999999999999,1.8,2.2,40017,53453
310M100US46220,46220,2010,9.5,8.699999999999999,12.7,11.5,16.4,16.8,10.4,9.1,2.9,2,41047,56929
310M100US46220,46220,2011,10.4,9.199999999999999,13.6,11.3,14.4,16.3,12,8.5,2.6,1.8,40465,55487
310M100US46220,46220,2012,12.6,9,12.7,11.3,14.3,15.4,9.6,9.800000000000001,3.4,1.8,38749,54615
310M200US46220,46220,2013,10.8,7,11.6,10.3,16.1,17.5,12.4,9.9,2.4,2.1,44895,57677
310M200US46220,46220,2014,11.1,6.6,13,10.5,13.6,17.8,12,10.2,2.6,2.7,44143,59548
310M200US46220,46220,2015,10.7,6.4,12.2,10.7,12.7,17.4,11.1,12,3.6,3.2,46470,63059
310M300US46220,46220,2016,9.5,7.3,11.9,11.1,13.5,17.1,11.8,10.2,4.6,3.1,46086,63581
3100000US46300,46300,2006,6.9,6,15.1,15.9,19.7,21.2,8.800000000000001,4.3,.3,1.8,38610,48139
3100000US46300,46300,2007,6.9,6.1,13.5,16,18.3,19.1,9.6,6.4,3.1,1,39835,51419
3100000US46300,46300,2008,6.1,8.9,11.3,15.2,19.2,21.6,9.199999999999999,5.6,1.3,1.7,41702,52234
3100000US46300,46300,2009,7.2,6.5,13.8,14,22.7,17.9,9.800000000000001,5.5,2.1,.4,39076,47951
310M100US46300,46300,2010,7.6,7.3,11.6,15.1,18.8,21.1,10.7,6.6,.7,.6,41505,48590
310M100US46300,46300,2011,5.7,6,13.3,17.6,17.5,19.8,10.2,5.9,1.3,2.8,40498,56163
310M100US46300,46300,2012,6.3,5.6,16.9,13.5,17,21.3,9.300000000000001,7.4,1,1.7,41383,52572
310M200US46300,46300,2013,6.6,5,12.9,13.9,16.6,21.9,11,9.800000000000001,1.1,1.2,44424,53501
310M200US46300,46300,2014,5.7,6.1,14.6,10.9,17.8,21.7,10.3,8.300000000000001,2.3,2.3,44625,56665
310M200US46300,46300,2015,6.2,4.5,13.7,11.7,19.6,18.6,12.4,10.3,.9,2.1,45640,59581
310M300US46300,46300,2016,5.5,5.9,12.2,12.2,13.3,21.8,11.8,11.4,3.6,2.3,50924,62374
3100000US46340,46340,2006,8.699999999999999,7.5,14.6,12.6,15.3,15.3,12.2,8.699999999999999,2.2,2.8,41090,57950
3100000US46340,46340,2007,7,6.3,12.8,10.6,18.4,19.2,10.7,8.300000000000001,2.9,3.8,44611,65009
3100000US46340,46340,2008,5.8,6.2,13.1,11.5,16.2,18,11.8,11,2.9,3.4,47159,64106
3100000US46340,46340,2009,7.2,6.9,13,10.8,16.6,15.9,11.2,10.7,3.4,4.3,46456,70337
310M100US46340,46340,2010,7.7,5.9,13.4,12.9,15,17.3,10.4,11.4,3,3,43209,62924
310M100US46340,46340,2011,8.800000000000001,6.1,14.1,11.7,15.5,18,10.5,8.800000000000001,2,4.4,43814,62478
310M100US46340,46340,2012,7.3,6.7,11.9,13.1,14.3,18.1,11.5,10,2.8,4.2,46286,63318
310M200US46340,46340,2013,6.8,5.6,12.4,12.5,14.4,18.2,13.1,11.2,3.2,2.7,47745,65102
310M200US46340,46340,2014,7.5,6.2,15.3,11,15,16,11,10.7,3.9,3.4,43958,62654
310M200US46340,46340,2015,6.9,4.7,11.5,10.2,17.6,16.3,11.2,12.1,5,4.4,49060,72511
310M300US46340,46340,2016,6.5,4.6,12.5,9.300000000000001,14.5,18.2,14.6,12.8,2.9,4,52572,68343
3100000US46380,46380,2006,10.3,6.1,12.8,15.5,19.3,15,7.1,9.800000000000001,1.7,2.4,39705,53910
3100000US46380,46380,2007,8.300000000000001,5.7,15.6,12.4,14,18.8,12.9,9,1.6,1.7,42941,54450
3100000US46380,46380,2008,7.3,10.5,15.3,9.300000000000001,13.6,19.1,10.6,8.300000000000001,3.7,2.4,43205,60442
3100000US46380,46380,2009,8.1,9.6,13.4,10.7,17.9,16.2,11.8,8.9,2.4,.9,41867,52253
310M100US46380,46380,2010,5.5,9,17.4,12.9,16.8,18.7,9.800000000000001,5.6,2.7,1.5,40536,49879
310M100US46380,46380,2011,6.2,8.199999999999999,14.6,12.3,14.8,20.9,7.6,9.800000000000001,3.2,2.4,42431,59603
310M100US46380,46380,2012,8.699999999999999,9.699999999999999,14.8,11,12.4,19,10.5,10.9,1.9,.9,41369,52826
310M200US46380,46380,2013,8.5,9.4,14.4,12.3,11.8,19.2,8.199999999999999,11.5,2.2,2.5,42042,62971
310M200US46380,46380,2014,9.1,8.1,13.9,13.2,12.7,17.8,8,10.8,3.6,2.9,42660,62362
310M200US46380,46380,2015,9.5,7.9,14.1,11.6,13,17.5,12.5,9.699999999999999,2.6,1.7,41896,58332
310M300US46380,46380,2016,7.6,9.4,11.6,13.1,13.5,18.5,11.3,9.4,2.9,2.8,43809,65838
310M200US46520,46520,2013,4.6,3,6.8,6.5,11,19.3,13.7,19.5,8,7.6,73388,92931
310M200US46520,46520,2014,5,2.9,5.9,6.9,11.1,18.3,15.1,19.1,8.6,6.9,74634,91428
310M200US46520,46520,2015,4.8,2.6,6.1,6.1,10.9,17.8,14,19.7,9.199999999999999,8.800000000000001,77273,98463
310M300US46520,46520,2016,5.2,3.1,5.5,5.4,10,17.5,14.3,19.8,9,10.1,80513,101034
3100000US46540,46540,2006,9.199999999999999,7.4,13.2,14.8,15.7,19.4,9.800000000000001,8,1.5,1,40253,50547
3100000US46540,46540,2007,7,6.4,15.3,12.8,16.1,19.8,10.7,7.9,2.3,1.8,42910,54843
3100000US46540,46540,2008,8.699999999999999,6.6,12.9,11.7,16,19.2,11.9,9.300000000000001,2.5,1.2,44394,55118
3100000US46540,46540,2009,7.6,6.2,14.5,11.1,14.9,22.1,11.1,8.699999999999999,1.6,2.1,45266,55883
310M100US46540,46540,2010,8.1,5.8,12.5,11.4,15.9,19.1,11.7,11.7,2.9,1,46625,57856
310M100US46540,46540,2011,8.5,6.7,12.2,12,14.6,18.1,12.2,10.5,3.1,2.2,45111,59358
310M100US46540,46540,2012,8.300000000000001,6.5,12.8,11.2,14.3,20.6,11.2,9.699999999999999,2.9,2.6,46633,60999
310M200US46540,46540,2013,8.699999999999999,6.6,12.9,11.9,15.5,18.3,12,9.800000000000001,2.4,1.8,43396,56058
310M200US46540,46540,2014,6.6,7.1,12.8,12.5,13.3,20.6,11.5,10.6,2.9,2.2,47736,62087
310M200US46540,46540,2015,7.6,5.2,11.2,12.1,14.5,19.2,12.3,11.8,3.3,2.9,48935,65700
310M300US46540,46540,2016,7.6,6.5,10,9.800000000000001,13.1,20.7,12.6,12.6,4.4,2.8,52534,67927
3100000US46660,46660,2006,15.5,8.300000000000001,12.9,13.9,16.4,16.7,8.300000000000001,5.9,1,1.1,34469,45251
3100000US46660,46660,2007,9,6.7,14.6,13.8,17.2,17.4,9.6,8.6,1.8,1.3,39479,53257
3100000US46660,46660,2008,10.8,5.6,12.9,12.4,15.4,22.8,8.699999999999999,6.8,2.5,2.1,42073,57146
3100000US46660,46660,2009,12.5,6.9,15,12.5,13.3,18.4,11.4,7.2,1.7,1.1,38558,49277
310M100US46660,46660,2010,11.9,6.7,16.7,13.4,14.5,17.5,8.699999999999999,7.8,1.7,1.1,36028,48542
310M100US46660,46660,2011,15.7,7.8,15.1,13.6,15.9,15.5,6.6,6,2.3,1.3,32446,45682
310M100US46660,46660,2012,14.4,7.3,14.6,11.2,15.3,16,9.5,8,1.9,1.8,36456,50008
310M200US46660,46660,2013,13.6,7.9,14.7,13.6,13.5,16.9,10.1,7.7,1.1,.8,35104,46505
310M200US46660,46660,2014,10,7.6,14.8,15.5,15.5,14.4,9.699999999999999,7.6,2.1,2.8,36340,55610
310M200US46660,46660,2015,12.6,9.5,17.2,9.1,16.6,15.1,7.8,9.4,1.5,1.2,36740,48099
310M300US46660,46660,2016,14.7,5.6,11.5,13.6,14.2,15.9,9.4,8.800000000000001,3.9,2.4,39734,57866
3100000US46700,46700,2006,4.8,4.3,8.1,8.5,13.8,20.3,15.6,15.3,5.5,3.7,61533,74969
3100000US46700,46700,2007,5.1,3.4,7.3,7.7,11.9,20.3,16.6,17.6,6.1,4.1,66880,79851
3100000US46700,46700,2008,3.8,3.9,6.2,7.2,13.1,19.9,13.9,20.1,8.1,4.1,70635,84474
3100000US46700,46700,2009,4.9,3.7,8.1,8.300000000000001,13,19.3,15.4,15.7,7.1,4.6,65783,79866
310M100US46700,46700,2010,5,4.4,7.5,8.5,11.6,21.3,14.2,17.1,6.9,3.5,63384,77380
310M100US46700,46700,2011,5.2,4.2,9,8.199999999999999,11.8,20,13.1,15.9,6.9,5.7,63795,80124
310M100US46700,46700,2012,5.3,5.4,8.6,8.1,12.2,19.1,13.6,15.9,6.6,5.2,62066,78619
310M200US46700,46700,2013,6.1,4.5,7,8.4,12.3,17.8,14.6,17,7.5,4.8,63520,80551
310M200US46700,46700,2014,5,4.6,7.8,7.3,11.5,18.2,14.9,17.1,8.5,5.2,67999,83626
310M200US46700,46700,2015,4.3,3.9,8.300000000000001,8.1,12.9,17,14.6,17.6,7.8,5.6,67443,84403
310M300US46700,46700,2016,4.3,3.6,6.8,7.5,10.3,18,15.3,17.4,9.1,7.6,73900,93929
3100000US47020,47020,2006,7.8,5.2,12.2,16.9,14.9,19.2,11.1,7.5,3.2,2.1,44372,57492
3100000US47020,47020,2007,8.300000000000001,8.199999999999999,9.4,15,14.7,20.7,10.1,8.5,2.1,3.1,45536,61311
3100000US47020,47020,2008,8.199999999999999,6.3,13.1,12.8,12.9,20,11.4,10.5,2.4,2.5,45842,58984
3100000US47020,47020,2009,5.7,6.3,14.5,11.3,16.9,20.1,11.9,8.300000000000001,3,2,47787,59849
310M100US47020,47020,2010,8.199999999999999,6.5,14.5,10.5,13.9,20.2,9.6,11.2,3.1,2.3,45802,57869
310M100US47020,47020,2011,6.8,5.4,13.9,11.2,15.5,18.3,12.2,12.1,2.8,1.7,44794,59937
310M100US47020,47020,2012,8.4,5.7,12,8.800000000000001,15,20.1,11.2,12.2,3.3,3.2,50122,66525
310M200US47020,47020,2013,6,4.9,12.2,9.1,15.4,18.5,13.6,11.4,5.3,3.5,52111,69188
310M200US47020,47020,2014,5.8,4.1,12.1,12.7,15.3,14.6,11.6,14.5,5,4.3,50107,72405
310M200US47020,47020,2015,6.8,2.7,9.1,11.3,15.1,16.4,12.6,17.9,4.1,3.8,56073,73247
310M300US47020,47020,2016,6.6,5.4,9.300000000000001,9,16.3,16,11.4,16.9,3.8,5.4,55228,84354
3100000US47220,47220,2006,7.9,8,10.9,11.8,13.3,21.3,12.7,11,2.3,.6,47443,55994
3100000US47220,47220,2007,8,8.6,11,11.6,13.1,19.9,13,10.5,2.5,1.9,47883,60029
3100000US47220,47220,2008,7.8,6.1,11.6,9.800000000000001,13.9,19.7,13.7,13.4,2.2,1.8,50833,60773
3100000US47220,47220,2009,7.7,7.9,10.7,11.4,13.6,17.9,13.4,11.9,3.5,2,48959,60706
310M100US47220,47220,2010,8.4,7.2,12.7,8.1,11.4,19.6,12.2,14.3,3.5,2.6,51619,64370
310M100US47220,47220,2011,5.8,4.8,11.8,11.2,14.8,18.4,15.8,12.4,2.9,2,51548,64674
310M100US47220,47220,2012,10.2,7.1,11.5,9.699999999999999,15.2,15.9,12.4,11.5,4.5,2,47072,61662
310M200US47220,47220,2013,9.800000000000001,8.6,11.3,10.8,14.2,13.9,14.4,12.5,2.1,2.4,45978,59490
310M200US47220,47220,2014,7.2,5.2,14.2,11.3,16.1,18.7,12.3,9.5,3.2,2.3,45339,60626
310M200US47220,47220,2015,9.699999999999999,4.1,10,10.3,14.3,19,11.6,15.3,3.4,2.2,51315,64461
310M300US47220,47220,2016,10,7.7,11.3,9.699999999999999,12,17.5,15,10.9,3.5,2.4,49110,61132
3100000US47260,47260,2006,5.8,4.6,9.4,10.9,16.2,21.3,14.2,12.2,3.3,2.2,52976,65712
3100000US47260,47260,2007,5.7,4.3,9.300000000000001,10.5,15.2,21.6,14.1,12.6,4,2.6,54824,68538
3100000US47260,47260,2008,5.6,4.2,9.5,9.199999999999999,14.8,20.6,14.6,14.1,4.4,3.1,57122,71990
3100000US47260,47260,2009,6,4.2,9.300000000000001,10.2,15.3,21.3,13.4,13.2,3.8,3.2,55209,69196
310M100US47260,47260,2010,5.6,3.8,9.1,10.1,14.4,20.5,14.2,14.3,4.8,3.2,57315,71871
310M100US47260,47260,2011,6,4.2,9.1,9.5,14.3,20.2,14,14.4,4.9,3.4,57356,72103
310M100US47260,47260,2012,6.4,4.5,9.1,10,14.5,19.6,13.2,14.4,4.7,3.8,55997,72574
310M200US47260,47260,2013,5.9,4.4,9,10.2,14,20.5,13,14,5.1,3.9,56161,72966
310M200US47260,47260,2014,6.2,4.2,9.1,9.4,13.5,19.4,14,15.1,5.1,4,58871,73919
310M200US47260,47260,2015,6,3.8,9.1,9.1,13.4,20.2,14.1,15,5.3,4,60093,75461
310M300US47260,47260,2016,5.5,3.8,8.4,8.4,13.7,19.6,13.4,16.2,5.9,5.1,61805,80622
3100000US47300,47300,2006,7.4,7.3,16.1,12.4,14.3,17.8,10.9,9.300000000000001,2.4,2,41933,56300
3100000US47300,47300,2007,8.5,6.3,14.6,14.7,16.7,15.2,10.8,8.5,3,1.7,40595,55367
3100000US47300,47300,2008,7.4,6.2,14.5,11.2,14.9,19.4,11.6,9.699999999999999,3.2,1.9,45117,57473
3100000US47300,47300,2009,6.9,7.7,13.5,15.5,15,17.8,10,8.199999999999999,3,2.3,39997,56468
310M100US47300,47300,2010,7.9,6.5,14.6,12.9,13.7,19,9.800000000000001,10.5,3.2,1.9,43397,57636
310M100US47300,47300,2011,7.1,7.2,15,13.3,16.1,16.8,10.2,9.1,3,2.2,41167,56341
310M100US47300,47300,2012,7.8,8.6,15.5,12.5,14.9,17.4,8.199999999999999,10.4,3.3,1.4,40302,55215
310M200US47300,47300,2013,10.4,6.3,15.8,12,15.6,17.2,8.699999999999999,8.9,2.7,2.4,39422,54293
310M200US47300,47300,2014,7.7,7.1,14.3,13,14.7,17.7,10.6,9.6,2.7,2.7,42611,58417
310M200US47300,47300,2015,7,7.5,15.5,11.7,13.9,17.5,9,11.5,3.6,2.7,42413,61617
310M300US47300,47300,2016,6.9,6.1,13.1,11.5,17.7,16.8,11.2,11.3,2.8,2.6,45881,61897
3100000US47380,47380,2006,14.5,6.3,14.3,13,15.9,18.5,8.800000000000001,5.9,1.4,1.4,36442,47534
3100000US47380,47380,2007,12.1,6,14.5,10.9,15.5,19.6,9,8.199999999999999,1.9,2.3,40511,54443
3100000US47380,47380,2008,13.1,6.4,14,10.9,14.5,16.3,10.7,9.4,2.3,2.4,39700,55252
3100000US47380,47380,2009,11.7,7.6,14.8,12.4,13.5,17.2,9.5,8.5,2.4,2.3,38837,53547
310M100US47380,47380,2010,10.3,8,14,13.2,15.4,15.8,11.1,8.199999999999999,2.9,1.2,39143,51764
310M100US47380,47380,2011,12.4,6.5,13.8,12.1,14.6,15.7,9.9,9,3.5,2.4,40484,58257
310M100US47380,47380,2012,9.9,6.6,13.7,14.6,12.9,17,10.2,10.3,3,1.9,40658,55708
310M200US47380,47380,2013,11,6.6,12.9,14.4,13.9,15.3,12.5,8.1,2.7,2.7,40170,57593
310M200US47380,47380,2014,9.800000000000001,6.4,14.7,12.4,12.2,17.2,11.5,11.2,2.2,2.4,43184,57873
310M200US47380,47380,2015,10.2,5.7,11.8,10.6,14.8,19.9,10.7,10.4,2.8,3.1,46307,61827
310M300US47380,47380,2016,8,5.3,12.8,12.3,14.6,16.4,11.5,11.4,4,3.7,46590,67246
310M200US47460,47460,2013,9.4,5.8,15.8,9.9,15.3,17.1,12.5,9.4,2.1,2.7,43870,57666
310M200US47460,47460,2014,8.300000000000001,4,9.4,10.8,16.6,24.3,10.3,9.9,4.1,2.4,50737,64196
310M200US47460,47460,2015,8.4,5.8,9.800000000000001,12.2,14.6,17.7,13,10.6,4.4,3.5,47283,66307
310M300US47460,47460,2016,5.5,4.9,11.5,10,14,20.7,11.3,12,5.7,4.3,54655,76021
3100000US47580,47580,2006,9,4.6,13.1,8.1,16.8,18.3,16.2,10.3,2.6,.9,48604,58172
3100000US47580,47580,2007,6.8,5.6,7.1,11.7,15.2,22.1,12.7,12.6,4,2.4,53298,65762
3100000US47580,47580,2008,8,4.4,6.5,10.3,14.1,21.6,17,10.6,5.9,1.7,58578,67490
3100000US47580,47580,2009,7.3,4.1,9.199999999999999,12.7,16.7,19.9,14.4,10.6,3.5,1.6,49965,63405
310M100US47580,47580,2010,6.6,4.9,10.1,9.699999999999999,12.7,23,15.5,12.5,3.1,2,58401,63353
310M100US47580,47580,2011,5.5,6.4,10.4,12.5,14,20.7,12.5,14.7,2.3,1.1,51021,60870
310M100US47580,47580,2012,6.3,5.6,13.8,5.5,14.4,19.7,14.3,13.8,3.4,3.2,54457,66444
310M200US47580,47580,2013,10,5.1,7.6,14.1,14,19.3,13.8,9.800000000000001,4.3,2,48553,60990
310M200US47580,47580,2014,10,5.4,11.9,8.699999999999999,16.4,18.8,11.3,11.2,4.6,1.9,46773,60224
310M200US47580,47580,2015,9.1,4.3,8.300000000000001,9.4,15.6,24,10.1,11.9,5.4,2,51954,66488
310M300US47580,47580,2016,8.800000000000001,4.3,10.3,8.699999999999999,10.3,19,14.4,15.3,5.4,3.4,59409,69914
